postcode,easting,northing,price
EH7 6PP,328944.0,674301.0,365000
EH10 4DY,324570.0,671992.0,250000
EH15 2AB,330667.0,673659.0,215000
EH4 1EP,324084.0,674603.0,310000
EH16 4WS,330017.0,670723.0,370000
EH21 6HX,333397.0,671562.0,245116
EH21 6UQ,333026.0,672267.0,241500
EH16 6UW,327078.0,668417.0,186000
EH11 1UG,323110.0,672157.0,144000
EH7 5LR,326839.0,674992.0,125000
EH10 5RN,323757.0,669494.0,600000
EH12 8XN,318920.0,673958.0,170000
EH17 8TZ,327511.0,667203.0,213250
EH12 8YJ,318679.0,674365.0,230000
EH16 4GG,329951.0,670692.0,210000
EH11 1JF,323972.0,672325.0,270057
EH7 5SA,327141.0,674503.0,410000
EH12 8UX,318343.0,674044.0,297125
EH4 7JJ,319642.0,674141.0,165002
EH14 5TX,319394.0,668445.0,195500
EH6 6HH,326635.0,676547.0,174500
EH4 7EU,319817.0,674142.0,173000
EH6 5BR,326585.0,675220.0,331281
EH8 9SS,326218.0,673217.0,295000
EH7 6AG,327640.0,674450.0,250000
EH30 9HT,313044.0,678260.0,166000
EH6 5NZ,326409.0,675847.0,265550
EH9 1HH,325506.0,672308.0,575000
EH16 6QL,327560.0,668257.0,165200
EH17 7SH,329302.0,669828.0,235000
EH6 4TR,325636.0,677244.0,305000
EH8 7AE,328209.0,674139.0,190000
EH3 5PY,324714.0,675816.0,1720
EH15 2BA,330782.0,674027.0,305000
EH6 6DS,327020.0,676185.0,190000
EH4 2GN,323178.0,675552.0,350000
EH7 5QR,327215.0,674958.0,158500
EH3 5QB,324513.0,675619.0,1640
EH8 7EE,327863.0,674105.0,290000
EH14 1PA,322832.0,671518.0,277000
EH7 5QR,327215.0,674958.0,158500
EH7 6JE,328404.0,674626.0,173000
EH6 7JN,327531.0,676364.0,156500
EH17 7SH,329302.0,669828.0,235000
EH3 5AD,324886.0,674593.0,337500
EH6 5HB,326859.0,675786.0,215000
EH6 8FE,327172.0,675449.0,227250
EH3 5BH,324857.0,674732.0,155000
EH4 8FD,318161.0,674659.0,799995
EH12 5BS,323969.0,673520.0,535000
EH14 1BQ,322636.0,670365.0,255000
EH6 6QA,327044.0,676786.0,315000
EH17 7JR,328644.0,669420.0,345000
EH6 5GA,326144.0,675962.0,245000
EH14 5LZ,318335.0,668310.0,360000
EH17 8RN,329390.0,668533.0,110000
EH1 3NT,326017.0,674673.0,475000
EH14 3JP,319882.0,669749.0,245000
EH9 1AS,325129.0,672039.0,570000
EH5 3AA,325381.0,676097.0,230000
EH4 2JA,323248.0,674883.0,500000
EH9 2DS,325381.0,671708.0,1925
EH16 5UN,327281.0,670645.0,240000
EH4 3BA,324095.0,673960.0,267500
EH29 9GH,312259.0,674239.0,265000
EH11 1GX,322920.0,671911.0,273000
EH1 3PA,326118.0,674664.0,1465
EH12 5NP,322968.0,673116.0,300000
EH12 0DE,317282.0,673388.0,574995
EH4 6DD,318486.0,675358.0,1250
EH14 6AY,318950.0,668033.0,160000
EH8 7DY,328104.0,673973.0,312500
EH17 8WL,327278.0,667658.0,395000
EH29 9GE,312050.0,675121.0,35000
EH9 1AL,325419.0,672003.0,450000
EH8 8DZ,326741.0,674041.0,287500
EH15 1DZ,330125.0,674448.0,174000
EH7 4GN,325470.0,675454.0,480000
EH16 5XN,326849.0,672699.0,225000
EH8 9ND,326226.0,672687.0,210000
EH8 8BP,326535.0,673838.0,270000
EH30 9EG,311539.0,678316.0,650000
EH16 4BJ,329045.0,671506.0,160000
EH6 5GB,326193.0,675919.0,247500
EH12 6BY,322530.0,673740.0,430000
EH12 9HS,318994.0,672177.0,160000
EH6 8NW,327044.0,675696.0,193000
EH5 2GH,323643.0,676120.0,230000
EH3 5QH,324829.0,675603.0,450000
EH4 5NE,321135.0,676000.0,383000
EH12 7DW,319072.0,672779.0,219000
EH12 6DU,322212.0,673214.0,810000
EH22 1PA,330590.0,670170.0,495995
EH12 5QD,322161.0,673096.0,405000
EH5 2PF,322681.0,676519.0,126000
EH6 5GA,326144.0,675962.0,265000
EH1 3RW,325943.0,674601.0,385000
EH12 8WT,319967.0,673827.0,369000
EH11 2HG,323624.0,672920.0,85000
EH6 6PL,327043.0,676645.0,200000
EH30 9PZ,313139.0,677842.0,221500
EH3 9JD,325059.0,672989.0,207500
EH7 5DA,326763.0,674325.0,510000
EH12 8XS,318809.0,673602.0,170000
EH6 5BB,326098.0,675446.0,250000
EH9 2HW,325677.0,671177.0,825000
EH12 7FJ,320862.0,672698.0,324995
EH11 1LG,323773.0,672138.0,340000
EH1 3BS,325892.0,674172.0,410000
EH12 7TG,319675.0,672936.0,169100
EH9 3DN,326072.0,671072.0,250000
EH7 5JW,326227.0,674530.0,490000
EH4 3BY,323813.0,673872.0,550000
EH15 1DY,330174.0,674455.0,65000
EH4 6HG,319506.0,675145.0,500786
EH3 6HE,324831.0,674317.0,1250
EH30 9EG,311539.0,678316.0,570000
EH12 0EA,317168.0,672989.0,362995
EH17 8LP,328614.0,668838.0,222000
EH8 9NB,326239.0,672661.0,185000
EH16 5FF,326755.0,671413.0,750000
EH5 2GE,323430.0,676048.0,235000
EH5 3AN,324983.0,676093.0,451500
EH14 5DZ,319586.0,668645.0,175000
EH7 5YH,326630.0,674893.0,210000
EH6 8DS,327399.0,675668.0,175000
EH10 5BZ,323652.0,671325.0,227500
EH1 3HP,325842.0,674326.0,265000
EH17 7QG,328165.0,669524.0,280000
EH13 0NX,321101.0,668753.0,410000
EH6 6QU,327111.0,676486.0,220000
EH16 4WS,330017.0,670723.0,210000
EH30 9NE,312701.0,678036.0,325103
EH5 1PR,322933.0,677171.0,200000
EH29 9AA,312372.0,674584.0,310000
EH5 1AD,321964.0,676656.0,173000
EH7 4AX,326254.0,674905.0,280000
EH9 2NP,326445.0,671812.0,309000
EH14 1NP,322826.0,671748.0,195000
EH22 1PA,330590.0,670170.0,392995
EH12 5TQ,321818.0,672702.0,182000
EH4 1BT,323851.0,674447.0,440000
EH16 6JL,327579.0,669648.0,270000
EH7 5RY,327173.0,674503.0,327000
EH8 7TB,329150.0,674032.0,315000
EH12 8NA,317961.0,673033.0,340000
EH17 7TB,328358.0,669617.0,220000
EH12 8ND,317860.0,672878.0,222500
EH14 1BT,322593.0,670583.0,500000
EH12 8BB,319624.0,673226.0,368500
EH15 2AN,330645.0,673770.0,125000
EH12 7ND,320176.0,672036.0,195759
EH14 1NP,322826.0,671748.0,195000
EH7 5EU,327239.0,674725.0,342550
EH7 5RN,327013.0,674679.0,195000
EH5 2JR,323169.0,676409.0,160000
EH7 5YG,326724.0,674890.0,167500
EH4 7AQ,320566.0,675029.0,657000
EH14 2BX,321116.0,670692.0,200000
EH13 9AA,322646.0,669710.0,200000
EH6 6DY,326709.0,676440.0,215215
EH12 7NS,319884.0,672025.0,190500
EH9 1TE,326589.0,671910.0,219000
EH29 9BD,312678.0,674475.0,183000
EH10 6TQ,324900.0,668656.0,367500
EH17 8UL,328238.0,667878.0,185000
EH4 1DJ,323662.0,674594.0,255666
EH16 6DQ,327627.0,669852.0,292100
EH4 6EZ,318649.0,675019.0,225000
EH3 5RD,324756.0,675840.0,112500
EH8 8EZ,327194.0,674169.0,184221
EH6 7JP,327573.0,676343.0,215000
EH4 3BY,323813.0,673872.0,375000
EH7 4GH,326030.0,675014.0,325000
EH5 3DB,325178.0,676764.0,700000
EH4 7EP,319852.0,674211.0,167265
EH4 5NE,321135.0,676000.0,422000
EH15 2HU,331416.0,673243.0,455199
EH11 2DZ,323856.0,672869.0,271123
EH16 5JY,327512.0,671474.0,670000
EH8 7BU,328680.0,674283.0,170000
EH9 1DH,325307.0,672211.0,435000
EH8 7LP,328905.0,673281.0,255000
EH4 2SJ,322093.0,675283.0,286260
EH3 9HP,325135.0,672856.0,385000
EH7 5RQ,326953.0,674569.0,324000
EH13 9HU,323760.0,669242.0,150000
EH14 1PD,322755.0,671570.0,171071
EH12 7NZ,320015.0,671850.0,197500
EH10 5HT,324426.0,671035.0,333000
EH11 1RJ,323243.0,671598.0,375200
EH12 8NU,318333.0,672667.0,302000
EH5 1JD,323137.0,677193.0,262250
EH21 6HT,333458.0,671585.0,265399
EH3 9BW,325010.0,673094.0,310000
EH12 8FP,317888.0,673230.0,475000
EH9 1SZ,326566.0,672017.0,620000
EH11 1EG,323482.0,672206.0,490000
EH4 3RH,321482.0,674690.0,775000
EH1 2NA,325376.0,673571.0,485000
EH12 8SD,319334.0,673215.0,654000
EH11 3HL,321269.0,671570.0,215000
EH7 5YJ,326602.0,674888.0,223000
EH12 8YQ,318594.0,674421.0,217500
EH5 1NY,323304.0,676844.0,170170
EH3 9HL,325274.0,672828.0,600000
EH10 5HT,324426.0,671035.0,333000
EH6 5RN,326552.0,676222.0,403000
EH6 5PB,326287.0,676165.0,268000
EH11 2SY,322453.0,671971.0,150000
EH6 5BJ,326240.0,675928.0,266000
EH3 9NA,324909.0,672791.0,255000
EH5 1NQ,323238.0,676706.0,130000
EH16 6XD,327520.0,670107.0,271000
EH15 2JA,331468.0,673310.0,750000
EH11 3NW,320792.0,671786.0,115000
EH6 8LH,327040.0,675404.0,200000
EH4 4GR,321458.0,675673.0,160000
EH12 8AD,319865.0,673107.0,340317
EH7 6UB,329533.0,674354.0,455150
EH7 6LW,328538.0,674569.0,135701
EH11 1HJ,322847.0,671991.0,200000
EH10 4PA,324076.0,672339.0,400000
EH29 9DF,312139.0,674341.0,200000
EH7 4ER,325518.0,675190.0,163675
EH6 6ND,326388.0,676812.0,310000
EH7 6LB,327780.0,675185.0,335000
EH6 7NE,327967.0,675754.0,515000
EH7 5AX,327047.0,674520.0,410000
EH14 5LZ,318335.0,668310.0,305000
EH11 2PL,322952.0,672281.0,217607
EH11 3EU,321169.0,672009.0,172000
EH14 2EY,321715.0,670864.0,220000
EH13 9JE,323730.0,669118.0,140000
EH5 3RS,324612.0,677007.0,222500
EH7 6BP,327877.0,674697.0,140000
EH12 7NR,319921.0,672052.0,230000
EH8 9DD,326080.0,673019.0,318000
EH11 4RY,320431.0,670646.0,146000
EH18 1AT,330558.0,667917.0,266000
EH22 1PA,330590.0,670170.0,520995
EH11 4RY,320431.0,670646.0,146000
EH12 8YP,318537.0,673489.0,145000
EH12 8FB,317851.0,673407.0,539995
EH12 0BE,317282.0,673388.0,570000
EH14 3EZ,319251.0,669254.0,326565
EH3 9GQ,325442.0,672887.0,340000
EH11 2RB,322778.0,672283.0,145000
EH17 7JE,328960.0,669059.0,263000
EH16 6UP,326865.0,668439.0,330000
EH16 6UN,327099.0,668542.0,202000
EH12 7PG,319743.0,672008.0,251500
EH10 6PQ,324687.0,669026.0,345000
EH15 1PL,329935.0,672895.0,565333
EH28 8AR,313644.0,672496.0,196000
EH4 1LR,324580.0,674628.0,255000
EH18 1AT,330558.0,667917.0,266000
EH15 3FB,330597.0,672099.0,340000
EH4 1PB,323812.0,674352.0,274000
EH16 6SF,327742.0,669159.0,620000
EH4 2GE,323114.0,675609.0,297500
EH4 3JE,323018.0,673862.0,1100
EH13 9DG,322983.0,669071.0,215000
EH13 0QE,321819.0,668197.0,610000
EH11 1QZ,322955.0,671737.0,310000
EH4 3DX,323344.0,673908.0,399000
EH7 5QS,327246.0,674972.0,185000
EH6 1LR,,,272500
EH13 0BX,322326.0,668704.0,510000
EH8 9HG,326266.0,672914.0,110000
EH6 4DU,326187.0,676834.0,120000
EH4 3QN,322007.0,674564.0,386284
EH16 4LB,329965.0,671654.0,170000
EH11 2QS,322630.0,672281.0,181600
EH4 6EJ,318657.0,675084.0,390250
EH3 5JG,324506.0,674930.0,480000
EH6 4DT,326174.0,676847.0,185000
EH5 1JF,323074.0,677203.0,410000
EH3 6RD,325046.0,674551.0,300000
EH6 5EG,326717.0,675533.0,166000
EH7 5TA,327348.0,674292.0,132000
EH15 3EJ,330501.0,671819.0,172000
EH4 7AP,320672.0,674616.0,675000
EH15 3ET,330236.0,672059.0,156000
EH30 9TA,313617.0,678301.0,270000
EH14 1PN,322782.0,671472.0,285000
EH14 1PN,322782.0,671472.0,299500
EH16 6YA,326851.0,668619.0,220000
EH4 6EZ,318649.0,675019.0,285000
EH11 1EW,323697.0,672196.0,215000
EH11 2QS,322630.0,672281.0,181600
EH4 6EZ,318649.0,675019.0,285000
EH10 4LZ,324547.0,672242.0,330000
EH12 0EA,317168.0,672989.0,579995
EH4 2NR,322717.0,674732.0,492000
EH22 1PA,330590.0,670170.0,448995
EH16 6GU,327565.0,669369.0,406000
EH17 8UN,328264.0,667645.0,415000
EH17 8TN,329744.0,668995.0,352500
EH15 1BE,330232.0,673914.0,195000
EH17 8RD,329057.0,668534.0,142000
EH17 7HN,329308.0,669318.0,250000
EH7 5EY,326557.0,674698.0,331000
EH14 1QF,322376.0,671273.0,200000
EH4 1JL,324216.0,674675.0,352000
EH10 6EY,324298.0,669902.0,360000
EH30 9EF,311539.0,678316.0,330000
EH15 1BA,330098.0,673936.0,297995
EH8 9UW,326431.0,673295.0,158000
EH16 5FF,326755.0,671413.0,1050
EH5 1RX,323972.0,676801.0,115000
EH12 5PG,323041.0,673052.0,192000
EH30 9PF,313384.0,677519.0,255000
EH15 2QR,331277.0,673028.0,540000
EH12 7AF,320265.0,672734.0,170000
EH6 7EN,327218.0,676048.0,210000
EH16 4BN,328689.0,671395.0,250000
EH3 5LB,325219.0,675285.0,1515
EH7 4LN,326037.0,675670.0,180000
EH6 6EZ,326587.0,676859.0,340000
EH15 1BF,330040.0,673937.0,321995
EH22 1PA,330590.0,670170.0,418995
EH12 0DE,317282.0,673388.0,469995
EH3 9HL,325274.0,672828.0,360000
EH11 1RQ,323338.0,671696.0,320000
EH16 6UZ,326571.0,668509.0,170000
EH14 3AF,320119.0,669676.0,175000
EH14 1LR,322206.0,670928.0,345000
EH5 1HQ,323531.0,676989.0,147500
EH16 6LX,327285.0,669509.0,647000
EH1 2AP,325083.0,673329.0,395000
EH4 4QT,321518.0,675600.0,165000
EH6 8NZ,326809.0,675355.0,240000
EH17 7DA,329600.0,669318.0,225000
EH12 9DU,318643.0,672127.0,197500
EH6 5DG,326617.0,675426.0,270000
EH10 5QL,324373.0,670529.0,282500
EH4 3SB,321394.0,674732.0,605000
EH16 6FL,327224.0,669057.0,190000
EH6 5EF,326683.0,675626.0,455000
EH4 3BR,323965.0,673815.0,397750
EH3 9QG,324676.0,672932.0,388000
EH4 2NB,322687.0,674863.0,413000
EH10 4FE,324915.0,671607.0,1700
EH7 5EA,326525.0,674558.0,210000
EH9 2HN,325406.0,671074.0,1100
EH3 8DF,324572.0,673044.0,215525
EH9 1RA,326387.0,672321.0,220000
EH16 4LR,329730.0,671514.0,250000
EH17 8RJ,329601.0,668488.0,214999
EH30 9XD,311734.0,678402.0,330000
EH4 6ND,319161.0,676295.0,345000
EH8 8HQ,327068.0,674134.0,225000
EH16 4FG,328655.0,671753.0,170000
EH14 2DQ,321239.0,670671.0,260000
EH10 6BH,324725.0,670848.0,575000
EH30 9RS,312212.0,678345.0,130000
EH3 8AU,324361.0,672983.0,266155
EH6 6LT,326762.0,676677.0,205000
EH6 6EZ,326587.0,676859.0,320000
EH16 6GU,327565.0,669369.0,355000
EH13 9DG,322983.0,669071.0,227500
EH14 7DW,316133.0,666356.0,470000
EH16 6NF,327001.0,668827.0,325230
EH3 6QL,325347.0,674582.0,575595
EH6 6PZ,325877.0,677749.0,270000
EH11 1SG,323340.0,671905.0,295250
EH3 5DS,325064.0,674835.0,575000
EH12 9JF,318502.0,672357.0,210000
EH12 7PG,319743.0,672008.0,277277
EH17 8RF,329144.0,668579.0,50000
EH12 5HA,323580.0,673076.0,892068
EH5 1LB,322920.0,676627.0,150000
EH13 9JN,323807.0,669142.0,210000
EH7 4FH,326388.0,675047.0,335000
EH6 5FR,326331.0,676111.0,223000
EH17 8TG,329483.0,668645.0,215000
EH4 3AT,323882.0,674053.0,975000
EH12 5LJ,323187.0,673049.0,313210
EH4 1AN,323949.0,674747.0,1400
EH2 3BN,324912.0,673970.0,865000
EH15 3RP,330808.0,672242.0,173500
EH17 8RF,329144.0,668579.0,50000
EH3 6HJ,,,1075
EH5 2JY,323103.0,676238.0,185000
EH7 6HY,328343.0,674840.0,69907
EH6 7BH,327384.0,676346.0,219000
EH13 0QX,321669.0,668111.0,234000
EH17 8GN,327151.0,667955.0,650123
EH11 2AQ,323956.0,672795.0,178200
EH3 5DA,325058.0,675097.0,282200
EH6 5QW,325995.0,675780.0,258100
EH16 6AP,327887.0,670045.0,160000
EH6 6HP,326503.0,676591.0,124500
EH10 6ER,324344.0,670314.0,540000
EH4 7QW,319294.0,674710.0,140012
EH4 7AL,320567.0,674847.0,880000
EH7 4EQ,325667.0,675252.0,172000
EH10 4LJ,324318.0,672424.0,325000
EH4 2SB,322361.0,674956.0,140000
EH7 5LY,326925.0,674987.0,190500
EH12 8JZ,318262.0,672941.0,455000
EH17 8PS,328997.0,668548.0,154000
EH9 2DY,325564.0,671567.0,370000
EH6 5FQ,326563.0,675809.0,200000
EH12 9LU,318765.0,671826.0,268000
EH9 2JN,326269.0,671891.0,760000
EH52 6QE,309120.0,677592.0,250000
EH11 1JG,324072.0,672410.0,390000
EH8 7HW,328523.0,673870.0,260150
EH14 5PJ,317944.0,668099.0,230000
EH3 9HX,325033.0,673042.0,400000
EH3 9GF,325625.0,672945.0,430000
EH3 6TE,325064.0,674313.0,685750
EH10 4NE,324365.0,672339.0,295000
EH6 5DE,326627.0,675746.0,262000
EH5 2HH,323339.0,676431.0,150000
EH14 5DE,319675.0,668482.0,185000
EH22 1PA,330590.0,670170.0,445995
EH7 4PP,326246.0,675293.0,400112
EH12 5FD,323476.0,673480.0,1280
EH7 5ND,326475.0,674916.0,250000
EH14 1PB,322800.0,671589.0,205000
EH17 8SY,327190.0,668056.0,419000
EH11 4SP,320675.0,670792.0,180000
EH21 6PH,333217.0,671854.0,220000
EH1 1AE,325820.0,673532.0,247500
EH6 7AE,327190.0,676168.0,416100
EH15 2DX,331211.0,673743.0,450000
EH6 7NA,327813.0,675672.0,245050
EH11 2JU,323560.0,672388.0,242500
EH16 5XX,328125.0,670137.0,245000
EH9 2HZ,325673.0,671466.0,320000
EH5 2GS,323002.0,676085.0,263444
EH6 8HH,327086.0,675851.0,245000
EH15 1DH,330097.0,674129.0,253000
EH3 5LW,325339.0,675117.0,230000
EH6 6PF,325948.0,677758.0,242500
EH8 9ET,326131.0,672905.0,245000
EH17 8TG,329483.0,668645.0,217500
EH28 8RF,313737.0,670578.0,180000
EH6 4JR,325694.0,676894.0,360000
EH10 4LZ,324547.0,672242.0,327500
EH11 2AU,323936.0,673058.0,325000
EH5 2GA,323416.0,676099.0,244499
EH12 5NG,323027.0,673167.0,326500
EH6 4DQ,326030.0,676266.0,274000
EH14 1NQ,322703.0,671927.0,150000
EH16 5XX,328125.0,670137.0,205000
EH11 2NJ,323233.0,672436.0,138138
EH3 5JX,325173.0,675526.0,376205
EH7 6AN,328233.0,674512.0,220000
EH4 3JB,322949.0,673913.0,1000
EH15 3QX,330578.0,671660.0,370000
EH9 2PU,326440.0,671395.0,370000
EH14 5DY,319535.0,668673.0,195000
EH14 1BA,323374.0,671102.0,165000
EH5 3LW,324475.0,676463.0,550000
EH16 6YB,326811.0,668609.0,250000
EH15 1HL,330420.0,674041.0,183000
EH17 8TL,329651.0,668736.0,210000
EH12 7LT,320320.0,671923.0,185000
EH11 2PD,322984.0,672388.0,160000
EH6 7AZ,327690.0,676111.0,285000
EH7 6AG,327640.0,674450.0,250000
EH7 4DA,325791.0,674907.0,315000
EH6 6ED,326918.0,676329.0,260000
EH6 4ST,325471.0,676175.0,265000
EH5 1AE,324080.0,676839.0,420000
EH12 9FP,316440.0,672958.0,1200
EH14 1PH,322624.0,671692.0,161200
EH12 5NQ,322960.0,673189.0,250000
EH7 4EY,325455.0,675233.0,172500
EH5 2NE,322901.0,675952.0,220000
EH6 6DY,326709.0,676440.0,157500
EH15 2AN,330645.0,673770.0,165000
EH10 6AQ,324415.0,670533.0,330000
EH30 9RL,312617.0,678235.0,150000
EH4 6EP,319223.0,675054.0,550000
EH12 6NW,320365.0,672815.0,540000
EH11 1ED,323845.0,672425.0,250000
EH17 8DT,327605.0,668141.0,370000
EH11 3HU,321685.0,671673.0,172000
EH10 6UH,325080.0,668758.0,360000
EH6 6EZ,326587.0,676859.0,517500
EH4 8HB,318179.0,674756.0,475000
EH17 8ZP,329336.0,668044.0,339995
EH6 4TB,325555.0,677041.0,206000
EH14 3EZ,319251.0,669254.0,420000
EH4 1BB,323946.0,674604.0,377500
EH16 5PQ,327048.0,671515.0,1203
EH14 2AE,321030.0,671229.0,343000
EH9 3EJ,326259.0,671125.0,430000
EH28 8JT,314300.0,671110.0,532500
EH4 1BB,323946.0,674604.0,377500
EH10 5DE,323892.0,671450.0,750000
EH10 4AW,324742.0,671425.0,550000
EH7 5HZ,326458.0,674692.0,391500
EH4 3DG,323728.0,673655.0,470000
EH7 4DA,325791.0,674907.0,391780
EH7 5QQ,326994.0,674861.0,228500
EH7 4NJ,326045.0,674986.0,250000
EH10 4EG,324683.0,672153.0,312500
EH4 6EL,318912.0,675019.0,165000
EH29 9GU,312873.0,674400.0,404995
EH9 3EN,326441.0,671319.0,240000
EH9 3EG,326469.0,671160.0,670000
EH15 3AW,330877.0,673034.0,320000
EH6 5AG,326532.0,675143.0,456000
EH11 1NA,323852.0,672054.0,418000
EH8 9QR,326422.0,672810.0,265000
EH4 2AT,321776.0,675073.0,695337
EH12 6DF,322720.0,673346.0,1100
EH8 9RZ,326451.0,672961.0,361550
EH6 7JP,327573.0,676343.0,167000
EH7 5ND,326475.0,674916.0,291500
EH11 4QW,320138.0,670520.0,204000
EH11 1TA,323089.0,671633.0,775555
EH16 4AW,328714.0,671781.0,165000
EH16 4BQ,330322.0,670944.0,349995
EH30 9YQ,311750.0,678515.0,340500
EH12 9GL,319367.0,671984.0,215000
EH10 4NG,324338.0,672295.0,390000
EH11 4RB,320639.0,670996.0,180000
EH12 5DD,323852.0,673544.0,660000
EH11 1ZH,322842.0,672059.0,315000
EH9 1JH,325615.0,672336.0,410000
EH9 2LW,326329.0,671652.0,875000
EH16 6BX,327745.0,669864.0,285499
EH30 9DA,313842.0,677828.0,717000
EH15 1DW,330049.0,674312.0,400000
EH12 7ES,320649.0,672205.0,264000
EH7 5BF,327498.0,674856.0,237000
EH4 6QB,318542.0,676286.0,367500
EH7 4NF,326136.0,675018.0,275555
EH10 6PB,324507.0,669249.0,616161
EH6 7QH,328361.0,675570.0,186466
EH12 7PL,319783.0,672295.0,375000
EH12 0ED,317006.0,673393.0,649995
EH4 6EZ,318649.0,675019.0,218000
EH4 6EZ,318649.0,675019.0,218000
EH11 1TR,323104.0,672226.0,145000
EH7 4HB,325437.0,675277.0,193000
EH30 9JE,313306.0,677934.0,225000
EH6 6AN,326748.0,676959.0,299995
EH1 3NT,326017.0,674673.0,475000
EH7 4DG,325916.0,675213.0,297150
EH3 7NH,324412.0,673595.0,210000
EH8 7NR,328911.0,672987.0,816000
EH12 8DT,319249.0,673323.0,583000
EH6 8FG,327200.0,675403.0,250000
EH4 2TZ,322121.0,675573.0,140000
EH8 8FW,326314.0,673859.0,390000
EH13 0JA,321019.0,669107.0,1950
EH16 6EG,327527.0,668997.0,195000
EH3 5HE,325270.0,674978.0,240000
EH6 5FF,326008.0,675489.0,239500
EH3 6PA,325705.0,674585.0,690000
EH16 4NA,329792.0,671647.0,202000
EH4 1NH,324474.0,674527.0,210000
EH12 8TQ,319270.0,673800.0,350000
EH4 2TG,321612.0,675428.0,261000
EH7 5HZ,326458.0,674692.0,397000
EH11 2TJ,323912.0,673062.0,345000
EH7 5PF,326924.0,674804.0,180000
EH5 3JY,324774.0,676799.0,1285
EH11 1JQ,324152.0,672483.0,265000
EH14 1BY,322819.0,670809.0,585000
EH7 6HY,328343.0,674840.0,110000
EH11 1QZ,322955.0,671737.0,250000
EH6 5LD,326801.0,676108.0,250000
EH7 5AL,326875.0,674885.0,185000
EH17 8RH,329397.0,668568.0,197500
EH8 9QG,326550.0,672421.0,420000
EH8 8FU,326368.0,673899.0,700000
EH14 7FE,315710.0,667020.0,1350
EH6 7PT,328115.0,675521.0,185000
EH11 1LG,323773.0,672138.0,315000
EH14 1TG,322137.0,670704.0,390000
EH14 1LE,322432.0,671036.0,475000
EH15 3DG,330649.0,672595.0,168000
EH7 6LH,328430.0,674556.0,170000
EH13 9EU,323665.0,669486.0,135000
EH8 8FW,326314.0,673859.0,489250
EH7 6LJ,328464.0,674571.0,130000
EH7 5JA,326478.0,674653.0,242600
EH7 4HJ,325373.0,675457.0,295000
EH21 8SP,332155.0,671778.0,380000
EH4 2ES,323477.0,674523.0,332000
EH14 2RG,320417.0,670076.0,79023
EH6 8QR,326828.0,675369.0,205500
EH4 2ES,323477.0,674523.0,332000
EH7 4HJ,325373.0,675457.0,295000
EH11 3HX,321655.0,671695.0,167000
EH14 5DD,319016.0,668112.0,175000
EH17 7HR,329493.0,669300.0,220000
EH28 8AQ,313631.0,672535.0,214796
EH9 1QY,326340.0,672374.0,308000
EH4 7HP,319518.0,673961.0,290000
EH14 7ER,316205.0,665859.0,411059
EH22 1PA,330590.0,670170.0,389995
EH21 8FP,333638.0,671082.0,275995
EH16 6TA,327795.0,669319.0,420000
EH7 6EU,328119.0,675224.0,110000
EH8 9RJ,326558.0,672699.0,222000
EH7 5BF,327498.0,674856.0,198000
EH8 8EZ,327194.0,674169.0,140000
EH8 7HR,328447.0,673804.0,515000
EH30 9AQ,314044.0,677377.0,455000
EH4 2GB,323367.0,674230.0,315000
EH7 4GJ,326070.0,675308.0,275000
EH9 2QY,325427.0,671855.0,160000
EH12 9EZ,319077.0,671935.0,175000
EH4 1JE,324346.0,674653.0,302500
EH16 6AD,327022.0,670199.0,687687
EH5 2GR,322988.0,676037.0,215000
EH4 1PX,324209.0,674301.0,850000
EH7 4GH,326030.0,675014.0,295000
EH15 2HY,331333.0,673255.0,130000
EH12 8AS,318247.0,673628.0,240000
EH12 5PG,323041.0,673052.0,290000
EH2 1DY,325198.0,674097.0,375000
EH14 3HY,320618.0,669563.0,144500
EH7 5LY,326925.0,674987.0,140100
EH4 5BA,320694.0,675262.0,315389
EH4 1RE,323711.0,675616.0,290555
EH11 1EE,323834.0,672454.0,255267
EH7 4NL,326016.0,675248.0,320150
EH17 8TT,327585.0,667286.0,200000
EH16 5SY,328214.0,670556.0,170000
EH16 4LA,329894.0,671677.0,160000
EH13 9PS,323110.0,668636.0,350000
EH7 6RL,329014.0,674735.0,208000
EH4 2NJ,322636.0,675277.0,181500
EH3 6ST,324797.0,674469.0,585000
EH7 5HB,326527.0,674610.0,315000
EH6 6BT,326877.0,676070.0,165000
EH9 3HE,326002.0,670764.0,955318
EH6 7JQ,327614.0,676046.0,300000
EH16 6PD,326823.0,669578.0,369000
EH3 6PZ,325419.0,674722.0,415000
EH7 4LE,325918.0,675482.0,195500
EH14 5QJ,317876.0,667913.0,230250
EH7 5EH,326836.0,674542.0,295000
EH7 5HD,326573.0,674610.0,310000
EH29 9BD,312678.0,674475.0,155000
EH4 4AU,322285.0,675773.0,155500
EH6 5HD,326840.0,675771.0,257000
EH6 7BD,327332.0,676311.0,186000
EH9 3EL,326231.0,671176.0,219990
EH16 6PD,326823.0,669578.0,510150
EH12 7RY,319230.0,672590.0,210500
EH7 5RR,327066.0,674632.0,277500
EH14 1PD,322755.0,671570.0,258000
EH3 6SA,325276.0,674649.0,510000
EH3 9GR,325444.0,672853.0,738850
EH3 6TU,324557.0,674380.0,376000
EH7 4AB,326161.0,674633.0,790550
EH17 7SL,328566.0,669259.0,383000
EH6 8JR,327084.0,675399.0,309000
EH15 2JE,331752.0,673305.0,375000
EH9 1HJ,325507.0,672352.0,620000
