postcode,easting,northing,price
EH11 2JY,323609.0,672439.0,255555
EH7 5JD,326413.0,674599.0,300000
EH6 7BH,327384.0,676346.0,210000
EH6 8BZ,327452.0,675427.0,400000
EH7 4AQ,326340.0,674789.0,330000
EH4 1BS,323877.0,674495.0,420000
EH11 1EQ,323467.0,672073.0,357711
EH14 7EB,316155.0,666300.0,210000
EH7 5QB,326972.0,674938.0,175000
EH13 0QX,321669.0,668111.0,390000
EH12 5YT,321605.0,673014.0,575000
EH11 3NF,320594.0,671720.0,130000
EH11 1LJ,323906.0,672137.0,495000
EH9 1TE,326589.0,671910.0,303850
EH12 5PL,322781.0,672898.0,240000
EH5 3DL,325256.0,676661.0,442000
EH30 9QU,312675.0,678088.0,519995
EH4 6NW,318957.0,676597.0,610000
EH6 7FD,327558.0,676435.0,279995
EH6 6ST,327143.0,676448.0,178000
EH12 7RY,319230.0,672590.0,210000
EH16 4WD,330183.0,670743.0,191000
EH14 7HJ,315894.0,665633.0,258000
EH9 3BQ,326410.0,670821.0,595000
EH11 2SY,322453.0,671971.0,158000
EH8 7RZ,329079.0,673925.0,215000
EH7 4AG,326300.0,674809.0,300000
EH15 3DR,331072.0,672608.0,192500
EH16 6XY,326948.0,668667.0,311000
EH12 5JF,323278.0,673090.0,230000
EH6 4SL,325278.0,676559.0,447022
EH11 3HA,321025.0,671915.0,135000
EH12 7RA,319250.0,672296.0,285000
EH3 5BF,324915.0,674669.0,395000
EH11 1NR,323362.0,671811.0,218000
EH5 2BQ,323992.0,676648.0,455000
EH30 9WA,313597.0,677520.0,386500
EH7 5EU,327239.0,674725.0,290000
EH4 6NW,318957.0,676597.0,610000
EH17 8TU,327716.0,667314.0,265000
EH29 9BJ,312652.0,674735.0,280000
EH7 4DZ,325489.0,675054.0,208000
EH16 5BP,326595.0,672557.0,324141
EH15 2ET,331532.0,673440.0,275000
EH4 2TN,321967.0,675397.0,175199
EH6 7NL,327864.0,675629.0,430000
EH15 1JU,330338.0,672925.0,600000
EH7 4HB,325437.0,675277.0,191447
EH13 9QL,322851.0,668731.0,175000
EH4 6EZ,318649.0,675019.0,225000
EH10 4LX,324462.0,672164.0,370000
EH6 4PL,326035.0,676514.0,285000
EH11 1TF,323230.0,672330.0,140000
EH12 6AD,323003.0,673542.0,1150
EH16 4UH,329930.0,671448.0,140000
EH11 3DX,321125.0,671687.0,205000
EH10 5GG,323169.0,669811.0,651000
EH11 1JD,323875.0,672244.0,250000
EH4 8DT,318827.0,674366.0,325000
EH10 4AL,324592.0,671460.0,360000
EH6 5FB,326087.0,675395.0,170000
EH4 2GE,323114.0,675609.0,290000
EH12 0EB,317079.0,673387.0,649995
EH4 1JF,324370.0,674659.0,300000
EH15 2BB,330794.0,673981.0,737850
EH10 4LH,324421.0,672405.0,370000
EH11 2HW,323521.0,672822.0,248250
EH12 5XG,321818.0,672452.0,325000
EH12 8QT,319462.0,673571.0,411000
EH4 2AS,321702.0,674979.0,562525
EH6 4RJ,325332.0,676410.0,445000
EH5 2GA,323416.0,676099.0,235001
EH5 3NL,324232.0,676665.0,246750
EH8 7AF,328178.0,674140.0,283000
EH12 8QN,319467.0,673489.0,491011
EH7 6PU,329015.0,674505.0,390000
EH6 6EZ,326587.0,676859.0,347500
EH10 6TX,324863.0,668478.0,490000
EH7 5EB,326605.0,674549.0,386500
EH10 6TX,324863.0,668478.0,490000
EH8 8BN,326371.0,673779.0,331000
EH6 4BX,325967.0,676219.0,380000
EH15 2QU,331211.0,673280.0,290000
EH6 4AN,326247.0,676461.0,330000
EH15 1PE,330227.0,672972.0,570000
EH14 1DD,322960.0,670998.0,331455
EH6 8HP,327119.0,675855.0,267632
EH11 2LG,323571.0,672618.0,280000
EH8 9RZ,326451.0,672961.0,302210
EH12 5TS,321949.0,672608.0,335000
EH3 5PR,324348.0,675952.0,925000
EH13 0PJ,319859.0,668378.0,5500
EH15 1JY,330239.0,673100.0,516550
EH10 4RF,324740.0,670993.0,3200
EH8 7QG,329024.0,673463.0,223100
EH12 8HJ,318326.0,673304.0,675000
EH6 7NT,327971.0,675530.0,295000
EH6 5DW,326452.0,675586.0,347142
EH7 4GN,325470.0,675454.0,360500
EH8 7LB,328767.0,673604.0,427300
EH12 5XB,321700.0,672574.0,265000
EH5 3NL,324232.0,676665.0,155000
EH4 2HL,323382.0,674330.0,341000
EH10 4AP,324804.0,671497.0,461250
EH17 8GH,327058.0,667640.0,285000
EH13 0AR,322536.0,668876.0,735000
EH14 1TX,322073.0,671267.0,227500
EH12 8TB,319208.0,673787.0,345000
EH5 3DL,325256.0,676661.0,441500
EH3 5RE,324797.0,675871.0,126621
EH13 9JZ,323604.0,668970.0,154000
EH12 8YB,318399.0,674228.0,165000
EH11 1HL,324017.0,672404.0,270000
EH11 2HT,323514.0,672773.0,227147
EH1 1AE,325820.0,673532.0,340000
EH12 6DF,322720.0,673346.0,1180
EH5 2HU,323661.0,676488.0,158500
EH7 4JE,325636.0,675338.0,174000
EH6 5AR,326424.0,675384.0,186000
EH7 5QB,326972.0,674938.0,248000
EH22 1PA,330590.0,670170.0,420995
EH3 5JD,324591.0,674949.0,271500
EH14 1PJ,322664.0,671662.0,160000
EH7 4AZ,326101.0,674858.0,365000
EH5 3RD,324239.0,676304.0,375500
EH10 6AG,324449.0,670625.0,353500
EH10 5BJ,323796.0,671877.0,751157
EH8 7RL,329317.0,673385.0,175000
EH1 3HY,325804.0,674419.0,357500
EH30 9RY,312003.0,678396.0,305000
EH4 3EB,323151.0,673959.0,1550
EH6 6EA,326937.0,676483.0,255000
EH22 1PA,330590.0,670170.0,421995
EH7 5PN,326897.0,674687.0,200220
EH11 1DA,323923.0,672451.0,178500
EH7 5SE,327046.0,674614.0,178000
EH3 6RE,325034.0,674581.0,390000
EH13 9DN,322908.0,669097.0,280000
EH7 6EY,328240.0,675208.0,145000
EH15 1QJ,329937.0,673286.0,590590
EH6 8NZ,326809.0,675355.0,300000
EH15 2NF,331405.0,672778.0,500000
EH6 4DG,326089.0,676271.0,175000
EH13 0HA,321374.0,668332.0,305000
EH14 1LS,322220.0,670792.0,227500
EH4 8FD,318161.0,674659.0,799995
EH12 7DS,320336.0,671970.0,230400
EH12 5PG,323041.0,673052.0,320000
EH14 7LF,316390.0,665763.0,185000
EH12 9JG,318673.0,672254.0,260000
EH17 8NS,329336.0,668044.0,365000
EH16 4TY,329702.0,671016.0,255000
EH7 6PX,329061.0,674506.0,380000
EH11 4RT,320248.0,670718.0,189000
EH4 7BP,320130.0,674682.0,261500
EH6 5BY,326660.0,675364.0,265000
EH14 1XG,323161.0,671261.0,258000
EH4 3AB,324179.0,674111.0,825000
EH12 8NU,318333.0,672667.0,173000
EH15 2QY,331453.0,672457.0,263000
EH5 1RG,322875.0,677243.0,200000
EH7 6JD,328283.0,674627.0,155000
EH12 5LB,323827.0,673286.0,425000
EH10 5HU,324385.0,670992.0,168000
EH12 5BD,323704.0,673462.0,467840
EH8 7AR,327924.0,674165.0,252000
EH6 5ES,326686.0,675508.0,235134
EH14 1NJ,322658.0,671374.0,280000
EH4 8BL,318561.0,674724.0,144775
EH8 7TA,329699.0,673662.0,352501
EH3 6RA,325115.0,674568.0,262500
EH4 5NB,320921.0,676087.0,448000
EH7 5AR,326984.0,674535.0,201000
EH16 5HF,327293.0,670467.0,265000
EH14 7HD,316196.0,665660.0,210000
EH7 5HD,326573.0,674610.0,277000
EH3 6BX,324531.0,674156.0,208575
EH4 5AF,320783.0,675565.0,225000
EH7 5RN,327013.0,674679.0,158000
EH15 1TN,330269.0,674401.0,160000
EH4 8BL,318561.0,674724.0,144775
EH14 1NJ,322658.0,671374.0,280000
EH10 4AD,324644.0,671356.0,395000
EH6 6PW,327246.0,676428.0,350000
EH12 7DB,320696.0,672133.0,243550
EH4 4GJ,321413.0,675619.0,168000
EH30 9LH,313040.0,678308.0,625000
EH10 5LA,323775.0,670647.0,450450
EH12 8UY,318490.0,674071.0,292000
EH13 9JP,323898.0,669357.0,65000
EH14 7HD,316196.0,665660.0,455025
EH15 2DE,330984.0,673607.0,415000
EH12 8XZ,318452.0,674327.0,223000
EH9 3HD,325901.0,670846.0,980000
EH3 5JZ,325113.0,675187.0,430597
EH8 7NL,328903.0,673151.0,150000
EH14 5LZ,318335.0,668310.0,270000
EH1 2RU,325182.0,673268.0,195000
EH13 0DQ,321554.0,668901.0,725000
EH17 8ZQ,328932.0,667736.0,535995
EH12 7FD,319124.0,672720.0,347500
EH4 4QT,321518.0,675600.0,150450
EH15 1AE,330039.0,674237.0,270000
EH4 7EH,319992.0,674204.0,185217
EH10 4HN,324860.0,672543.0,240000
EH7 5RP,327020.0,674640.0,134000
EH7 4GZ,325684.0,675418.0,333000
EH3 9NU,324559.0,672630.0,190000
EH14 7ER,316205.0,665859.0,489000
EH10 5BR,323629.0,671604.0,1030
EH13 9AN,322887.0,669279.0,190000
EH11 2RH,322543.0,672161.0,150750
EH4 1PD,323775.0,674343.0,300000
EH7 5AR,326984.0,674535.0,340000
EH16 5AA,326611.0,672306.0,571050
EH15 2RR,331630.0,672147.0,288000
EH11 2DZ,323856.0,672869.0,199500
EH11 4SR,320846.0,670895.0,170000
EH11 1LN,324036.0,672208.0,151000
EH3 8BZ,324506.0,673175.0,277000
EH11 1PA,323322.0,672115.0,270000
EH4 3PQ,321520.0,674320.0,295000
EH17 8UR,328773.0,668091.0,435000
EH9 2EF,326024.0,671616.0,640000
EH14 1BD,322928.0,670800.0,500000
EH6 6JT,326533.0,676592.0,240804
EH7 6HT,328437.0,674878.0,112000
EH17 7JZ,328839.0,669594.0,95000
EH10 6TR,325160.0,669052.0,557000
EH16 4LB,329965.0,671654.0,125000
EH6 4NJ,326040.0,676309.0,238000
EH12 7NJ,320068.0,671928.0,165000
EH12 8JP,318470.0,672997.0,385000
EH4 5DB,321469.0,675005.0,600000
EH6 7HL,327439.0,676325.0,215154
EH11 3BP,321895.0,672321.0,200888
EH15 1LW,330515.0,673748.0,340000
EH1 2NQ,325395.0,673481.0,182500
EH6 7JG,327642.0,676035.0,300000
EH6 5FS,326241.0,676205.0,184000
EH7 6SF,329478.0,674118.0,250000
EH7 5UE,327525.0,674475.0,203599
EH5 1RU,323043.0,677274.0,245000
EH11 1DR,323655.0,672320.0,190000
EH15 2NL,331699.0,673016.0,269999
EH10 5UB,323875.0,671742.0,435000
EH14 7HU,315950.0,665408.0,225000
EH4 2LL,322421.0,674494.0,230000
EH12 5UX,321607.0,672539.0,322500
EH7 4ND,326104.0,675085.0,350000
EH10 4PY,324426.0,671390.0,218000
EH6 4QX,325711.0,676123.0,300000
EH6 6BU,326809.0,676115.0,215000
EH5 1FB,322051.0,676686.0,185000
EH15 2RR,331630.0,672147.0,207500
EH10 5JG,324028.0,670874.0,206500
EH14 1AF,322958.0,671001.0,145000
EH15 1HF,330717.0,674070.0,315000
EH4 3BE,324042.0,673904.0,330000
EH5 1NT,323164.0,676745.0,125000
EH7 4ER,325518.0,675190.0,173326
EH4 7QJ,319155.0,674774.0,360000
EH5 1BG,323857.0,676867.0,145000
EH6 8SG,326651.0,675176.0,200000
EH15 3QX,330578.0,671660.0,175000
EH11 1NJ,323558.0,671712.0,495000
EH12 6BT,322720.0,673709.0,1300
EH4 3PB,321412.0,674259.0,785000
EH3 9LG,324949.0,672724.0,352000
EH7 4FH,326388.0,675047.0,270000
EH7 5DD,326792.0,674352.0,685000
EH4 4TF,321284.0,676198.0,110000
EH10 5DE,323892.0,671450.0,1350
EH11 3LB,321301.0,671745.0,161500
EH9 2BB,327089.0,671846.0,1200
EH14 1TZ,321846.0,671055.0,212000
EH4 7NN,319641.0,674732.0,200720
EH29 9GU,312873.0,674400.0,389995
EH29 9GU,312873.0,674400.0,389995
EH6 6EZ,326587.0,676859.0,322500
EH3 6LA,325531.0,674365.0,1425
EH6 4TH,325384.0,676518.0,275000
EH6 5FS,326241.0,676205.0,184000
EH4 8FU,318090.0,674494.0,395000
EH10 5BL,323827.0,671688.0,460000
EH12 0EE,317285.0,672923.0,275000
EH28 8AQ,313631.0,672535.0,214796
EH30 9QA,313273.0,677818.0,257000
EH9 2NJ,326519.0,671681.0,650000
EH12 8XN,318920.0,673958.0,356497
EH14 2AF,321086.0,671162.0,225000
EH5 3PY,324856.0,676410.0,405000
EH4 3BU,323871.0,673917.0,445000
EH14 3HW,320128.0,669480.0,100000
EH10 6HD,324258.0,669593.0,526000
EH9 2QX,325427.0,671855.0,160000
EH7 5QU,327193.0,674888.0,150000
EH12 7AW,320754.0,672681.0,553102
EH4 1EY,324105.0,674364.0,330000
EH3 9JA,325107.0,672933.0,650000
EH10 7BH,324792.0,667944.0,675000
EH6 4BT,325938.0,676164.0,262000
EH12 7BU,320821.0,672110.0,207500
EH3 9LW,325066.0,672688.0,643000
EH16 6GF,328245.0,668789.0,270000
EH3 6TL,324913.0,674351.0,645000
EH9 1PA,325990.0,672345.0,235000
EH11 2PE,322935.0,672381.0,135000
EH6 6EZ,326587.0,676859.0,299999
EH10 6DP,324771.0,670676.0,2000
EH4 1QA,324339.0,674296.0,1202
EH15 1DZ,330125.0,674448.0,188000
EH15 1UA,330173.0,674393.0,200000
EH16 6GH,328353.0,668888.0,365365
EH30 9XW,312900.0,678458.0,215000
EH6 5HY,326812.0,675994.0,195000
EH3 9QP,324613.0,672745.0,250000
EH3 5BN,324775.0,674773.0,962000
EH11 1RQ,323338.0,671696.0,360000
EH14 2AT,321181.0,671010.0,137109
EH17 8UG,328429.0,668056.0,213000
EH10 6PZ,324482.0,669041.0,235000
EH12 7NH,320085.0,672036.0,215000
EH17 8XN,328566.0,667640.0,410000
EH5 1QS,322887.0,677195.0,165000
EH7 6FD,327484.0,675015.0,184500
EH30 9YD,313342.0,677387.0,146000
EH9 1ED,325174.0,672413.0,433200
EH4 3EJ,323178.0,674051.0,1250
EH12 7FJ,320862.0,672698.0,335000
EH6 4SQ,325564.0,676847.0,1300
EH5 1FS,323448.0,677588.0,265222
EH4 3AZ,324032.0,673955.0,325000
EH16 5RR,327996.0,670581.0,216612
EH11 3GY,320576.0,671085.0,165000
EH4 5QA,321296.0,675408.0,150000
EH11 3JH,321312.0,671508.0,145000
EH6 8LD,327040.0,675164.0,165000
EH7 5DY,326402.0,674539.0,550000
EH16 5RF,328083.0,670715.0,110000
EH10 6BL,324991.0,670901.0,1600
EH12 7FL,320862.0,672698.0,327995
EH3 5DP,325014.0,674836.0,380000
EH8 7SG,329517.0,673822.0,270000
EH3 6RB,325071.0,674538.0,1050
EH4 4QT,321518.0,675600.0,260000
EH10 4PW,324331.0,672223.0,377500
EH4 3HX,322812.0,673967.0,877500
EH12 5DH,323927.0,673584.0,540000
EH12 5AD,323189.0,673166.0,250000
EH6 4JF,325866.0,676945.0,158352
EH12 5BA,323871.0,673642.0,425000
EH4 2GN,323178.0,675552.0,225000
EH11 2LT,323396.0,672596.0,224000
EH6 8PU,327002.0,675613.0,218000
EH6 4JF,325866.0,676945.0,240000
EH4 4QF,321640.0,676073.0,195000
EH12 5LT,323207.0,673442.0,1200
EH10 5BR,323629.0,671604.0,725000
EH12 9JG,318673.0,672254.0,360000
EH7 5SF,326994.0,674620.0,160000
EH1 1DR,326118.0,673734.0,260075
EH12 8NQ,318352.0,672543.0,375000
EH17 8XD,328618.0,667695.0,310000
EH7 4JL,325738.0,675261.0,226600
EH7 4EX,325546.0,675191.0,180000
EH8 7BX,328762.0,674264.0,176196
EH12 5JF,323278.0,673090.0,288000
EH16 6WA,328032.0,669400.0,457977
EH6 8BR,327289.0,675653.0,365650
EH21 8FP,333638.0,671082.0,275995
EH12 7DG,320736.0,672455.0,283492
EH11 3NG,320659.0,671745.0,127000
EH17 8PN,329336.0,668044.0,337000
EH16 4WG,330001.0,670637.0,310000
EH12 0BE,317282.0,673388.0,615000
EH14 1UN,321990.0,671313.0,225000
EH6 8QH,326941.0,675314.0,235000
EH6 8QH,326941.0,675314.0,235000
EH1 3BS,325892.0,674172.0,374000
EH14 1NU,322710.0,671735.0,195000
EH12 8QY,320058.0,673496.0,1300
EH12 6HP,322289.0,673214.0,410000
EH7 4GQ,326277.0,675180.0,410000
EH1 2NA,325376.0,673571.0,1160
EH11 3SQ,319894.0,671487.0,157150
EH3 6RL,325043.0,674670.0,340000
EH10 5NA,324348.0,670641.0,250000
EH21 8FQ,333601.0,671122.0,369995
EH17 8ZN,329426.0,668017.0,421400
EH12 8BQ,317668.0,673438.0,629000
EH3 9LL,324963.0,672650.0,511000
EH12 7SX,319964.0,672607.0,290000
EH1 3BS,325892.0,674172.0,389500
EH11 1FP,323755.0,672173.0,277500
EH16 5UW,327403.0,670482.0,385000
EH7 4QY,325258.0,675911.0,252500
EH9 1ED,325174.0,672413.0,421000
EH1 3BS,325892.0,674172.0,475000
EH17 7JG,328771.0,669242.0,315000
EH12 7LS,320325.0,671856.0,212000
EH1 3BS,325892.0,674172.0,1115
EH21 8TA,333509.0,670481.0,400000
EH5 1RT,323001.0,677160.0,260000
EH4 5BP,320610.0,675250.0,480000
EH6 7AL,327628.0,676131.0,310000
EH10 4LG,324497.0,672401.0,395000
EH6 7JG,327642.0,676035.0,205000
EH15 1BJ,330127.0,673959.0,312000
EH17 8PH,328849.0,668365.0,210000
EH13 9QE,323334.0,668707.0,167000
EH10 4AR,324806.0,671420.0,421000
EH7 4QX,325187.0,676032.0,230000
EH11 1TZ,323178.0,672281.0,154000
EH13 0NX,321101.0,668753.0,415000
EH16 4TU,330102.0,671427.0,171000
EH16 5SN,328284.0,670357.0,170000
EH7 5PU,327130.0,674766.0,135000
EH11 4QF,319815.0,670280.0,150000
EH6 7LQ,328670.0,675728.0,124000
EH14 1XT,322782.0,671058.0,358000
EH3 6RY,325388.0,674682.0,650000
EH3 6AR,324512.0,674083.0,575250
EH7 5HS,326407.0,674780.0,355000
EH12 8XP,318681.0,673916.0,318000
EH14 1PR,322684.0,671603.0,165000
EH17 8PF,329410.0,668484.0,185000
EH29 9EY,311976.0,675028.0,260000
EH11 1ED,323845.0,672425.0,333000
EH3 9JN,324975.0,672976.0,273675
EH14 3EE,319739.0,669013.0,270000
EH3 5QY,324708.0,675994.0,265000
EH7 6AU,328097.0,674536.0,350050
EH7 6FB,327674.0,675145.0,205000
EH5 2EB,323839.0,676118.0,192000
EH6 4DL,326278.0,676317.0,230000
EH12 6NQ,320252.0,673018.0,385000
EH10 5HD,324439.0,671179.0,618000
EH12 6BY,322530.0,673740.0,502000
EH30 9BY,313503.0,677173.0,270000
EH10 4NJ,324450.0,672125.0,370000
EH10 6AH,324456.0,670561.0,305000
EH9 1JH,325615.0,672336.0,365000
EH15 1RS,329614.0,672996.0,707000
EH14 1PS,322633.0,671642.0,164500
EH16 4HD,329705.0,670993.0,315000
EH12 8JA,318137.0,673281.0,650000
EH13 0QP,320745.0,668736.0,454500
EH12 0EE,317285.0,672923.0,269500
EH1 3BS,325892.0,674172.0,332500
EH10 6AP,324501.0,670560.0,762615
EH3 6AP,324549.0,674102.0,635289
EH8 7AW,328007.0,674174.0,195000
EH7 4FN,326389.0,675045.0,380000
EH10 6PQ,324687.0,669026.0,500200
EH8 7SE,329433.0,673976.0,308000
EH16 4AN,330214.0,670935.0,257995
EH16 4DA,330214.0,670935.0,179995
EH21 8FP,333638.0,671082.0,379995
EH1 3BS,325892.0,674172.0,415000
EH5 2AT,324034.0,676567.0,415000
EH12 0AG,317672.0,673340.0,515000
EH14 5SR,316918.0,667203.0,485000
EH1 3BS,325892.0,674172.0,384000
EH1 3BS,325892.0,674172.0,410000
EH6 6RG,326927.0,676386.0,240000
EH7 4BW,325882.0,674690.0,450000
EH10 6PP,324963.0,669131.0,415000
EH10 5JE,324195.0,670943.0,140000
EH9 3DR,326396.0,671255.0,150000
EH6 8JT,327062.0,675306.0,195000
EH7 4HU,325670.0,675020.0,425000
EH6 6DA,326976.0,676246.0,210000
EH12 8YE,318615.0,673768.0,235000
EH16 6XA,327297.0,670107.0,212500
EH8 7BX,328762.0,674264.0,172111
EH12 7DQ,320780.0,672556.0,216000
EH8 9NB,326239.0,672661.0,238000
EH10 5DL,324064.0,671772.0,410000
EH17 7PA,329243.0,669665.0,200000
EH14 5XA,317256.0,667698.0,300000
EH4 7ST,321194.0,674910.0,595000
EH6 4DS,326118.0,676846.0,205000
EH4 1AX,323982.0,674497.0,105000
EH11 3HH,321127.0,671645.0,185000
EH6 6DX,326651.0,676428.0,196750
EH6 5DY,326714.0,675662.0,235000
EH5 1HD,323867.0,677023.0,195000
EH5 1FS,323448.0,677588.0,320000
EH7 5JZ,326367.0,674580.0,260000
EH3 9PG,324399.0,672547.0,300000
EH1 3RR,325974.0,674625.0,430000
EH7 4DG,325916.0,675213.0,380000
EH8 7AG,328106.0,674151.0,302525
EH21 6TH,333436.0,672256.0,215299
EH6 4DL,326278.0,676317.0,225000
EH9 1QG,326344.0,672259.0,160158
EH5 3QD,324493.0,676108.0,235000
EH3 7TP,324455.0,673956.0,1300
EH12 5NP,322968.0,673116.0,230000
EH6 5PU,326143.0,675782.0,278000
EH12 7ST,319968.0,672721.0,163000
EH4 5LQ,320787.0,675635.0,535002
EH12 8ND,317860.0,672878.0,223333
EH7 4FZ,325476.0,675499.0,360000
EH16 4HD,329705.0,670993.0,290000
EH16 4DA,330214.0,670935.0,169995
EH3 9JE,325041.0,672925.0,231070
EH4 7NX,319683.0,674773.0,200000
EH17 7HT,329433.0,669350.0,235000
EH7 4RB,326389.0,675046.0,277500
EH4 4UF,322029.0,675782.0,285000
EH12 7AP,320781.0,672645.0,595000
EH22 1PA,330590.0,670170.0,340995
EH17 8ZQ,328932.0,667736.0,460995
EH1 3BS,325892.0,674172.0,350000
EH6 7FD,327558.0,676435.0,295995
EH12 5TF,321841.0,672875.0,182500
EH11 3RS,320071.0,671383.0,195000
EH3 9JY,325025.0,672771.0,186005
EH8 7TD,329096.0,673971.0,290000
EH1 3BS,325892.0,674172.0,361000
EH6 4TD,325417.0,677028.0,275000
EH11 2NP,323229.0,672405.0,124000
EH16 4AN,330214.0,670935.0,257995
EH16 4AN,330214.0,670935.0,262995
EH17 8NS,329336.0,668044.0,366000
EH16 4BZ,330282.0,670955.0,349995
EH12 8RF,319742.0,673203.0,397117
EH6 5JB,326739.0,676129.0,220000
EH1 3BS,325892.0,674172.0,430000
EH1 3BS,325892.0,674172.0,345000
EH7 4FZ,325476.0,675499.0,360000
EH17 8SH,329336.0,668044.0,305000
EH6 7DE,327677.0,676079.0,232000
EH4 2GB,323367.0,674230.0,300000
EH6 5GA,326144.0,675962.0,255000
EH16 4FR,329808.0,671175.0,195000
EH15 1AE,330039.0,674237.0,295950
EH6 5PQ,326388.0,676145.0,340565
EH7 5ET,326747.0,674605.0,450000
EH8 7TB,329150.0,674032.0,306083
EH7 4GZ,325684.0,675418.0,320000
EH13 0QT,321115.0,668778.0,476220
EH12 6AX,322791.0,673355.0,465000
EH15 1HZ,330561.0,674033.0,285000
EH7 4HN,325477.0,675654.0,251000
EH12 7XH,318929.0,672297.0,201255
EH14 1NN,322884.0,671704.0,183500
EH4 5PY,321319.0,675557.0,200000
EH11 2NP,323229.0,672405.0,140000
EH7 6EZ,328202.0,675052.0,165000
EH8 7NZ,328612.0,672955.0,195446
EH9 1HG,325589.0,672274.0,360000
EH12 7TR,319779.0,672798.0,228814
EH10 4AL,324592.0,671460.0,487000
EH5 1GG,323728.0,677437.0,230000
EH17 8SX,327215.0,668210.0,170000
EH12 7BP,320816.0,672055.0,215000
EH7 5FX,327542.0,674650.0,205000
EH10 5JD,324249.0,670952.0,317000
EH7 6EY,328240.0,675208.0,255100
EH6 7HJ,327402.0,676291.0,252000
EH4 1NF,324507.0,674514.0,345345
EH17 8LU,328551.0,668313.0,150000
EH3 5ET,325166.0,674911.0,531000
EH6 7BA,327252.0,676614.0,312000
EH11 3LA,321324.0,671647.0,160000
EH11 2JR,323539.0,672321.0,145000
EH12 7DR,320256.0,672056.0,200000
EH12 6PG,322106.0,673266.0,194000
EH10 4EL,324537.0,672138.0,408000
EH11 1BT,323975.0,672427.0,167000
EH17 8SY,327190.0,668056.0,286000
EH4 2AJ,321562.0,675050.0,590000
EH17 8ZD,329267.0,668113.0,359995
EH21 8FT,333397.0,671116.0,263995
EH17 8ZD,329267.0,668113.0,405995
EH12 7UL,319518.0,672779.0,495000
EH21 8SY,332289.0,671834.0,380000
EH16 4WD,330183.0,670743.0,190000
EH4 6HJ,319040.0,675160.0,405000
EH16 6FA,327850.0,668769.0,200000
EH3 9JY,325025.0,672771.0,288750
EH6 4JJ,325854.0,676925.0,210000
EH12 5XG,321818.0,672452.0,350000
EH4 1TE,323409.0,675519.0,205000
EH13 0PH,320903.0,668246.0,560000
EH17 7NH,328973.0,669819.0,241500
EH13 9DN,322908.0,669097.0,245000
EH6 8HL,327120.0,675795.0,140000
EH14 3HJ,319022.0,669323.0,206999
EH30 9EA,311570.0,678230.0,675000
EH16 4DA,330214.0,670935.0,184995
EH16 4DA,330214.0,670935.0,194995
EH6 6EZ,326587.0,676859.0,325000
EH16 4DA,330214.0,670935.0,194995
EH21 8FP,333638.0,671082.0,356995
EH14 1LS,322220.0,670792.0,220000
EH7 6TN,329779.0,674545.0,400000
EH12 0BE,317282.0,673388.0,698000
EH2 4QS,324551.0,673774.0,240000
EH12 0EB,317079.0,673387.0,425995
EH3 9QX,324898.0,672809.0,295000
EH1 2NA,325376.0,673571.0,160000
EH5 1FH,321916.0,676769.0,145000
EH13 0AX,322062.0,668496.0,517240
EH3 9ND,324835.0,672750.0,343000
EH8 7ED,327952.0,674077.0,315000
EH6 6PA,325641.0,677580.0,325000
EH15 2LA,332491.0,673189.0,220000
EH6 6EP,326959.0,676541.0,305000
EH10 5HT,324426.0,671035.0,475000
EH4 1PG,323971.0,674286.0,396000
EH15 2RJ,331663.0,672830.0,178526
EH16 5FF,326755.0,671413.0,1165
EH7 4GE,325555.0,675545.0,420000
EH16 4DA,330214.0,670935.0,189995
EH7 5SJ,327067.0,674372.0,177500
EH16 5XL,326755.0,672742.0,265000
EH17 8ZP,329336.0,668044.0,399995
EH17 8ZP,329336.0,668044.0,389995
EH21 8FQ,333601.0,671122.0,369995
EH10 6UQ,325117.0,668714.0,356000
EH21 8FT,333397.0,671116.0,229995
EH11 3DS,321567.0,672080.0,177000
EH16 4DA,330214.0,670935.0,189995
EH4 5JB,320640.0,675946.0,232000
EH16 4AD,328471.0,671477.0,179995
EH4 8GG,318135.0,674464.0,399995
EH6 4JS,325723.0,676834.0,242327
EH10 6PY,324282.0,668971.0,578447
EH3 6RA,325115.0,674568.0,285000
EH12 7FF,319124.0,672720.0,352500
EH4 4AL,322199.0,675671.0,180000
EH8 7PH,329122.0,673486.0,177000
EH30 9PF,313384.0,677519.0,220000
EH11 1JD,323875.0,672244.0,227000
EH11 1AY,324028.0,672569.0,175000
EH15 1BS,330374.0,674111.0,200000
EH16 4DA,330214.0,670935.0,169995
EH10 4SB,324878.0,671508.0,395000
EH16 6JB,327640.0,669496.0,205125
EH6 8RQ,326817.0,675187.0,250000
EH16 4WQ,330068.0,670858.0,260000
EH30 9PD,313231.0,677575.0,231000
EH11 1TZ,323178.0,672281.0,169950
EH12 6AE,322966.0,673407.0,450000
EH6 4DB,326094.0,676212.0,168000
EH16 4DA,330214.0,670935.0,179995
EH30 9EA,311570.0,678230.0,850000
EH30 9BY,313503.0,677173.0,485000
EH11 4NB,319040.0,670190.0,145050
EH3 5HE,325270.0,674978.0,248123
EH15 3SJ,330755.0,671843.0,237500
EH16 4AW,328714.0,671781.0,168000
EH8 7AL,328007.0,674138.0,260000
EH7 5QB,326972.0,674938.0,170000
EH4 6PN,318806.0,676375.0,486504
EH5 1NX,323250.0,676815.0,297500
EH5 2GF,323603.0,676126.0,190000
