postcode,price,easting,northing
SE11 5LJ,230000,530831.0,178169.0
SE6 3DW,357000,537764.0,171550.0
SE15 3HB,475000,535078.0,175911.0
SE28 0BS,280000,544451.0,179198.0
SE9 3DZ,213000,542722.0,172308.0
SE8 3AH,363000,536745.0,178701.0
SE10 0BL,316000,539762.0,179191.0
SE18 6XB,605000,544103.0,179389.0
SW9 9AG,330000,530355.0,176348.0
SE13 7AJ,500000,537543.0,174958.0
SE4 1TY,436000,536889.0,175489.0
SW17 7AD,560000,528335.0,172901.0
SE18 6YL,300000,543976.0,179208.0
SW15 2QL,595000,525041.0,174968.0
SW4 7SF,450000,530173.0,175465.0
SE1 7RY,280325,530909.0,179713.0
SW15 1JX,625000,523719.0,175893.0
SW2 2TZ,473000,530927.0,173929.0
SE5 8PQ,237000,533286.0,176379.0
,2750000,,
,1730000,,
SE8 3FD,400000,537447.0,177597.0
SW9 0HP,570000,530806.0,176927.0
SE18 4DP,15000,543280.0,177772.0
SE18 6FE,330000,543812.0,179155.0
SE16 4UP,350000,534110.0,179554.0
E7 9HU,340000,540103.0,184778.0
SW11 2DR,450000,527667.0,176030.0
SE8 5DZ,259000,536049.0,178810.0
SW8 2DU,1580000,530077.0,177896.0
E16 4TG,16500000,538857.0,182368.0
SE1 9FL,2990000,532161.0,180413.0
N14 4DP,250,529233.0,195206.0
EC4V 3PP,965000,532214.0,180795.0
N8 0FF,558000,530848.0,189796.0
N15 6SS,340000,532867.0,188374.0
SW10 0TP,606000,526322.0,177431.0
SW13 0JX,1026000,521538.0,175706.0
E6 5LZ,370000,542506.0,181806.0
E14 9RT,225000,537593.0,179915.0
SE18 6PP,400000,544141.0,179396.0
SW7 1RH,12500000,527542.0,179649.0
E5 8AY,530000,534761.0,186457.0
E14 0UT,130000,538939.0,181102.0
N15 4SZ,195000,533550.0,189251.0
E16 2GZ,384000,544088.0,180548.0
SE12 8PU,305000,539907.0,174369.0
W3 7EU,450000,521398.0,179657.0
SW6 2FB,357372,526195.0,176680.0
E18 2EF,600000,540207.0,189636.0
SW12 9SL,625000,528632.0,173105.0
E4 6JL,20915740,538926.0,193459.0
SE9 4NP,300000,541886.0,172785.0
SE18 3LN,272000,543700.0,177391.0
SE8 3PQ,195000,537185.0,177433.0
N10 3UP,905000,528610.0,189047.0
SW1W 0BD,1250000,528785.0,179270.0
NW1 8DQ,427000,528484.0,184563.0
NW6 2DT,101000,524896.0,184689.0
N19 4JU,615000,530179.0,186542.0
EC1R 0HA,600000,531598.0,182267.0
W9 1AY,1129000,526341.0,182151.0
EC4V 5DT,842000,531822.0,181033.0
EC1R 1UB,575000,531421.0,182576.0
W9 3RS,500000,525009.0,182134.0
W9 3AH,400000,524623.0,182419.0
EC1A 9LJ,535000,531738.0,181564.0
N7 7RF,345000,530680.0,186470.0
NW1 7EA,602500,528569.0,183840.0
N1 0EY,625000,531289.0,183479.0
W9 3HY,450000,524980.0,182767.0
NW3 2EE,500000,527885.0,184877.0
EC1N 8JH,618000,531263.0,181983.0
NW8 6RB,1190000,526787.0,183896.0
NW6 1RS,588000,525375.0,185219.0
NW8 0JN,500000,526038.0,183463.0
W1T 6PD,485000,529017.0,182106.0
WC2B 5PY,745000,530381.0,181113.0
NW5 1PA,765000,528782.0,185532.0
SE9 2AG,435000,543511.0,173479.0
SW14 8PZ,325358,521047.0,175761.0
SE25 4JY,340000,534724.0,168047.0
SE10 9ER,850000,539409.0,178167.0
SE25 4EJ,760000,534349.0,168878.0
SW13 0PX,290000,521280.0,176060.0
SW4 8EP,35000,530019.0,174089.0
SE25 5BY,120000,534446.0,167502.0
SE15 4HF,500,534385.0,175658.0
SW20 9NR,476000,524187.0,169028.0
SE6 2RS,385000,538548.0,171641.0
SW18 1JL,327500,526408.0,175193.0
SE18 1JQ,260000,545379.0,178538.0
SE12 9EX,435000,540687.0,173395.0
SE18 4AL,23800,542529.0,178347.0
SW18 4ES,917500,526041.0,172977.0
E7 8HT,221000,540960.0,184543.0
SE11 6PY,492000,,
SE23 2SS,275000,536266.0,173127.0
SE22 0RS,380000,534886.0,174337.0
SE10 9FQ,445000,537750.0,177861.0
SE13 5DU,433000,538798.0,175717.0
SE1 5EW,373000,534279.0,177968.0
SE5 9PF,318000,532176.0,175935.0
SE1 9EY,500000,531457.0,180444.0
E13 9NN,456500,541195.0,182748.0
SE17 1FJ,640000,532464.0,178751.0
SW15 2FJ,920000,524576.0,174913.0
SE17 2EF,730000,532831.0,178274.0
SE6 2BN,140000,537812.0,173808.0
SE16 7AQ,147499,535544.0,179538.0
SE13 7BT,845000,537778.0,175697.0
SE5 8UX,186000,533563.0,176197.0
SE15 5ED,670000,534243.0,176738.0
SE16 2XL,424500,535474.0,179103.0
SW15 1DR,885000,523612.0,175745.0
SE27 9ND,400000,532317.0,171198.0
SE13 6BX,365000,538410.0,175319.0
SW11 5JB,285000,528304.0,176546.0
SE14 5JN,545000,535710.0,176796.0
E13 9LN,265000,541274.0,182883.0
SW19 4PQ,850000,523933.0,170557.0
SW17 7ET,670000,528300.0,172759.0
SW12 9LS,500000,529180.0,172580.0
NW7 1RY,422500,524090.0,191728.0
W7 1HS,385000,516153.0,179931.0
W3 6HD,530000,520314.0,180770.0
NW2 4JG,480000,524399.0,184913.0
SE5 8ER,319500,532714.0,175357.0
E17 7DB,290000,536627.0,188931.0
SW12 0JG,550000,529533.0,173542.0
SW1P 1RR,780000,529556.0,179219.0
NW1 4HJ,17930000,528661.0,183198.0
N8 9DX,842500,530132.0,188234.0
NW6 3BR,95700,526246.0,184208.0
NW1 0LT,60311,529077.0,183620.0
,114000,,
W1J 0DR,230000,529347.0,180551.0
SW16 2SP,890000,530484.0,171915.0
SE5 0TH,622600,532001.0,177086.0
SE9 4LY,421000,542788.0,171843.0
SW19 2DN,150000,526770.0,169558.0
SE6 1NG,1020000,539180.0,173249.0
SE19 3PB,480000,532033.0,171015.0
SW15 6XF,735000,523188.0,174550.0
SW2 3HU,470000,531115.0,173039.0
SW15 3EB,490000,522041.0,172482.0
SE9 3ED,427000,543061.0,172312.0
SW15 3HE,380000,523894.0,174332.0
SE18 1AY,410000,545315.0,178391.0
SE14 5DS,800000,535352.0,177265.0
SW18 5TN,653000,525016.0,173454.0
SE8 5BZ,415000,536727.0,177936.0
SE13 5EL,176000,538849.0,175401.0
SE19 2HR,1000,533722.0,170318.0
SW19 8TT,515000,526059.0,171010.0
SW19 3HQ,390000,525193.0,169392.0
SE25 6XJ,687000,533511.0,168599.0
SE13 6QS,168500,538301.0,174940.0
E6 1PY,1500,541617.0,183299.0
SE5 9QH,8000,532067.0,175958.0
SE11 5AQ,700000,530900.0,178104.0
SW2 3TU,700000,530580.0,172893.0
SE3 8TL,275000,540776.0,177577.0
SE3 8TL,360000,540776.0,177577.0
SE3 8TL,360000,540776.0,177577.0
SE3 8TL,360000,540776.0,177577.0
SE3 8TL,360000,540776.0,177577.0
SE3 8TL,360000,540776.0,177577.0
SE23 3HQ,370000,535170.0,173033.0
E13 0BZ,295000,540309.0,182985.0
E13 0BZ,319000,540309.0,182985.0
SE6 2HG,500,537856.0,173770.0
SW16 2SD,375000,531161.0,171986.0
SW11 5UB,325000,528000.0,175943.0
SW8 3TS,1000,528798.0,176123.0
SE6 3AX,300000,537576.0,173129.0
SW16 6NR,250000,529329.0,171169.0
SE24 0BW,820000,532146.0,175324.0
E15 2TF,495000,538559.0,183835.0
SE18 2BA,437500,546161.0,177508.0
SE6 2HG,420000,537856.0,173770.0
SE6 2HG,440000,537856.0,173770.0
SE6 2HG,390000,537856.0,173770.0
SE6 2HG,390000,537856.0,173770.0
SE6 2HG,410000,537856.0,173770.0
SE6 2HG,410000,537856.0,173770.0
SE5 7BQ,255791,532647.0,176812.0
SW19 8RY,1540000,526018.0,170671.0
SW13 0JU,962500,521540.0,175684.0
SW16 4BQ,475000,530497.0,169268.0
SE2 9TA,380000,547539.0,179438.0
SE19 2UD,155000,533402.0,170293.0
SW19 8TX,800000,526097.0,171033.0
SW19 1BL,625000,526353.0,170249.0
SW19 7BD,426250,525169.0,171346.0
SE5 7BQ,217500,532647.0,176812.0
E16 3LF,297500,541555.0,181675.0
SW17 8RR,400000,528426.0,172251.0
SE16 6PS,423750,535666.0,179799.0
SW8 2JS,510000,529786.0,176723.0
SE14 5DL,210000,535481.0,177447.0
SE8 4LB,250000,537847.0,176157.0
SW19 8QD,955000,525853.0,170787.0
W4 5RB,1670000,520292.0,178586.0
W5 2BF,700000,517530.0,180773.0
W14 0LN,1618000,524049.0,179351.0
SW14 7QE,1432000,520126.0,175028.0
SE25 4SP,415000,534724.0,167254.0
SW20 8RW,630000,523635.0,169527.0
SW19 8PP,310000,525604.0,170791.0
SE19 2UQ,310000,533557.0,170347.0
SE2 0EZ,300000,546161.0,178436.0
SW20 8ND,420000,523262.0,169342.0
SW16 5PP,575000,530499.0,169853.0
E8 4RE,1070000,534754.0,183789.0
E8 1NG,1375000,534088.0,185019.0
W10 6QA,4500000,523556.0,181468.0
N11 2NP,1250000,529581.0,191449.0
W4 4PB,2050000,520630.0,178208.0
N1 2FW,1300000,531759.0,184013.0
NW8 6AU,15250000,526996.0,183692.0
SE7 8ER,980000,542262.0,178313.0
SE20 8SA,1150000,534545.0,169536.0
SE20 8SA,1215000,534545.0,169536.0
SE20 7XH,900000,534668.0,168895.0
SE20 7XH,900000,534668.0,168895.0
SW19 2NF,450000,526298.0,170079.0
SW9 9NZ,980000,530411.0,175744.0
SW19 5HR,1200000,524014.0,171950.0
SW4 8LX,1300000,529550.0,173848.0
SW14 7LQ,1350000,520268.0,174803.0
SW11 7AR,1000000,529560.0,177549.0
SE19 3DA,450000,532709.0,169571.0
SW16 4HY,445000,530284.0,169048.0
SE24 0AH,616500,532245.0,175375.0
SW19 3DY,785000,525478.0,168712.0
SE5 9RA,1350000,531665.0,176548.0
SW15 5AD,895000,522531.0,174923.0
SE12 9LA,965000,540307.0,173818.0
SW19 8EQ,1228000,525456.0,172488.0
SE10 8SR,955000,538164.0,177124.0
SE9 4LA,415000,542124.0,171598.0
SE25 6RH,700000,533194.0,168551.0
SW19 8AY,989000,525060.0,172556.0
SW15 2QA,1270000,524520.0,175147.0
SE2 9EF,442000,546656.0,178877.0
SW19 2QF,475000,526809.0,169610.0
SE1 5QQ,950000,534158.0,178762.0
SE16 7PY,475000,536012.0,179184.0
SE9 5RE,450000,541903.0,174033.0
SE25 6JY,250000,533378.0,168190.0
SW20 8RR,158000,523423.0,169427.0
SW18 5EX,1318200,524916.0,173220.0
SE7 8QH,420000,541888.0,177482.0
SE10 8UR,800000,538229.0,176957.0
SE10 9PQ,815000,539151.0,178296.0
SW11 6DD,445100,527326.0,174673.0
SW16 4JG,425000,530145.0,168882.0
SE20 7SW,455000,535043.0,169339.0
SE20 7EA,260000,535464.0,170536.0
SE19 2UH,525000,533585.0,170327.0
SE25 5PL,350000,533018.0,167426.0
SW19 1BY,319000,526314.0,170111.0
SW20 0PZ,775000,522831.0,169758.0
SE19 3PH,285000,532984.0,170207.0
SE25 4EQ,220000,533969.0,169122.0
SW19 3AB,836500,525673.0,169973.0
SW20 8BT,980000,523667.0,169245.0
SW20 0TB,1100000,522796.0,169977.0
SW19 7LL,1400000,525249.0,171457.0
SW13 0PR,1475000,521403.0,175972.0
SW14 8BT,1240000,521095.0,175565.0
SE25 4JY,485000,534724.0,168047.0
SE7 7SS,930000,540936.0,179136.0
SW17 8TR,850000,527787.0,171537.0
SW16 6NB,737500,529234.0,170763.0
SE13 5DJ,652180,539219.0,175626.0
SE25 5DN,498000,534509.0,167460.0
SW4 6SP,870000,530099.0,176607.0
SW18 5SH,382500,525014.0,173959.0
SW13 9HP,1950000,522263.0,176687.0
SE23 3BX,740000,534878.0,173330.0
SE2 0JT,655000,546989.0,178575.0
SW11 5QE,1646780,528362.0,175313.0
SE2 0QS,435000,546854.0,178512.0
SE22 0DR,1146150,534130.0,173758.0
SE2 0DN,400000,548391.0,178301.0
SW15 6ES,820000,523808.0,174844.0
SW11 3HF,270000,527107.0,176435.0
SE22 9PL,857000,534104.0,174435.0
SE4 2PX,725000,536265.0,175616.0
SW2 3LL,430000,530976.0,172957.0
SE21 8HX,147500,532340.0,172991.0
SE10 9PJ,775000,539059.0,178128.0
SE23 3PJ,408000,534635.0,172838.0
SW20 8RX,350000,524165.0,169901.0
SW17 0TW,364340,526749.0,171820.0
SE28 0ER,308000,544680.0,179148.0
SW11 1HT,520000,527137.0,174872.0
SW20 0DN,299000,522523.0,169878.0
SE20 8NU,543000,534905.0,170495.0
SE20 7HJ,350000,535071.0,170550.0
SE20 7HB,380000,535297.0,170371.0
SW19 8LR,615000,525133.0,170857.0
SE19 2RU,370000,533855.0,169739.0
SW20 0JF,340000,523025.0,169040.0
SE25 5AD,302500,533927.0,168136.0
SE25 5FB,285000,533939.0,168150.0
SE20 7JF,278000,535605.0,170335.0
SW19 3TH,355000,525098.0,169973.0
SW13 0EA,3512500,522145.0,176356.0
SE13 7JU,785000,537735.0,175518.0
SE13 5QB,720000,538842.0,175115.0
SW18 3NP,1600000,526835.0,173662.0
SE6 4YP,562000,536952.0,173861.0
SW14 7JQ,1565000,520289.0,175458.0
SW15 6LN,2225000,523332.0,174991.0
SW18 5LW,1170000,525023.0,173326.0
SE3 9RW,1680000,539841.0,175870.0
SW20 8DA,790000,524574.0,169387.0
SW20 0SR,1920000,521959.0,170086.0
SW17 8DU,1300000,528439.0,171564.0
SE17 2PN,530000,532675.0,178038.0
SW2 3NB,500500,530699.0,173573.0
SW9 9RT,717500,530241.0,175768.0
SW17 0HL,445000,526704.0,171404.0
SE16 5DZ,510300,536223.0,180423.0
SW11 3HU,305000,526967.0,176504.0
SW19 1TX,625000,526642.0,170806.0
SE10 8TQ,366500,538159.0,176740.0
SW19 7DY,1100000,524565.0,171379.0
SW19 8HF,845000,525989.0,171355.0
SW15 2BJ,835000,524160.0,174657.0
SE21 8HX,150000,532340.0,172991.0
SE14 5SQ,295000,535917.0,175930.0
SW11 5LJ,940000,528189.0,175842.0
SW20 0UN,180000,522551.0,169022.0
SW17 0TP,970000,526735.0,171590.0
SW20 8NL,431000,523309.0,169568.0
SE20 8AW,380000,534205.0,170303.0
SE20 7UA,441995,534869.0,169146.0
SE25 5LB,359500,534343.0,168087.0
SE7 8LA,665000,541674.0,178517.0
SW19 1PP,312500,525432.0,170182.0
SE25 6NE,300000,533345.0,167943.0
SE20 8EF,385000,534687.0,169745.0
SW16 4TZ,575000,530014.0,169276.0
SE13 6SE,650000,538387.0,174549.0
SE25 4JZ,450000,534678.0,168027.0
SE18 3NA,350000,543692.0,176893.0
SE6 1BT,645000,538617.0,173258.0
SW11 1XQ,1920000,527757.0,175058.0
SE15 3HZ,1412500,534853.0,175298.0
SW12 8TX,2250000,528383.0,174380.0
SE27 0RL,550000,531424.0,171791.0
SW19 2NE,700000,526396.0,170078.0
SE12 9SZ,685000,540971.0,172372.0
SE25 4UZ,413500,534698.0,167958.0
SW18 3LP,2830000,526938.0,173333.0
SE23 2EY,655000,536153.0,172790.0
SW16 2XE,812500,530621.0,172069.0
SE24 9BD,1185000,531716.0,173321.0
SW16 3DL,1005500,530477.0,170572.0
SE2 0NB,618000,546999.0,178762.0
SW16 6RU,925000,529059.0,171170.0
SE9 3LF,500000,543663.0,171905.0
SW15 2HX,427800,524395.0,174555.0
SW12 0AU,480000,529925.0,173508.0
SE20 8SJ,450000,534603.0,169193.0
SW15 5HH,910000,522673.0,174824.0
SW12 9SX,450000,528574.0,172963.0
SW19 8QE,1100198,525612.0,170725.0
SW19 6ER,615000,524013.0,173107.0
SE19 2RR,400000,533604.0,169910.0
SE20 8FU,415000,534292.0,169878.0
SE20 7TT,550000,534949.0,169404.0
SE25 4JQ,255000,534550.0,168466.0
SE3 8TP,700000,540776.0,177366.0
SE28 8PN,190000,547607.0,181124.0
SE20 8FX,460000,534241.0,169899.0
SE25 6EJ,385000,533794.0,168419.0
SE20 8FX,500000,534241.0,169899.0
N4 4NS,1514400,531142.0,187749.0
SW4 8AF,2487500,529552.0,174230.0
SE10 0RW,545000,540287.0,178465.0
SE2 0SH,457000,547844.0,177781.0
SE22 8UN,2460000,533715.0,174071.0
SW16 6JD,825000,529807.0,171058.0
SW18 5QR,1640000,524377.0,173735.0
SW2 2LD,710000,531065.0,174428.0
SW4 8LQ,835000,529739.0,174142.0
SE1 9PB,395000,531603.0,180526.0
SE26 6UP,331000,534464.0,171362.0
SW13 9PN,490000,522274.0,177226.0
SE6 4LG,534000,536856.0,172753.0
SE19 2BG,350000,533967.0,170381.0
SE9 4SW,210000,542374.0,172469.0
SW20 8DJ,765000,523896.0,169520.0
SE26 5JD,560000,535418.0,171106.0
SW19 8PD,1010000,525560.0,170917.0
SW19 1LQ,1100000,525072.0,170284.0
SW19 3EL,1030000,525507.0,169105.0
SW14 7AP,3000000,519890.0,174792.0
SW16 4UF,565000,529844.0,169127.0
SW16 6PD,635000,528899.0,170405.0
NW2 5EE,981480,522639.0,184882.0
E4 8NR,425000,536904.0,192395.0
E4 9RH,825000,539129.0,192454.0
N11 2PG,1100000,529720.0,191506.0
N14 5AT,370000,528887.0,193920.0
SW18 3AF,1433000,526247.0,173862.0
SE25 5NB,430000,534070.0,167873.0
SW17 9PX,760000,528418.0,171344.0
SE25 5BS,367000,534454.0,167340.0
SE2 0LU,503000,547209.0,178644.0
SE3 8SX,575000,540854.0,177279.0
SE3 8SX,660000,540854.0,177279.0
SE21 7DW,2100000,533414.0,174088.0
SE9 1EL,287500,542851.0,175727.0
SW11 6AF,2347856,528256.0,174455.0
SE25 6RQ,315000,533038.0,168341.0
SE13 5LZ,611100,539116.0,174613.0
SW16 4RE,215500,531049.0,168767.0
SW12 8JP,515000,528380.0,173572.0
SE21 8JB,1320000,531782.0,173004.0
SW19 8LZ,520000,525825.0,171204.0
SE9 3AE,545000,542380.0,172767.0
SE19 2LN,377500,533932.0,170455.0
SW19 4NY,310000,524251.0,170506.0
SE25 6UN,325000,533405.0,168812.0
SW20 0BJ,840000,522594.0,169272.0
SW16 4RF,520000,531163.0,168753.0
SE19 2JA,1050000,534057.0,169916.0
SW19 1NZ,770000,525188.0,170220.0
SW17 9QP,865000,528155.0,170806.0
SW20 9BH,700000,523156.0,168261.0
N21 2NG,896600,531735.0,194932.0
SW16 5EX,445000,529547.0,169699.0
SW14 8JP,1055000,520562.0,175542.0
SE10 9HB,735000,539529.0,178075.0
SW20 8EH,770000,523792.0,169266.0
SE27 9UA,665000,532458.0,171321.0
SW17 9ER,595000,528635.0,170433.0
SE27 9LB,662500,532351.0,172353.0
SW14 7EB,720000,519753.0,175184.0
SE21 7ED,2500000,533967.0,173702.0
SE18 5HN,600000,542528.0,178429.0
SE15 3XX,894000,534972.0,176014.0
SW19 8BL,1200000,525233.0,172526.0
SE9 4AN,460000,542515.0,171444.0
SW19 3PL,1060000,524445.0,170106.0
SW12 8LJ,1525000,527977.0,173498.0
SE26 6EY,270000,535048.0,170873.0
SE25 4AU,675000,533498.0,169333.0
SE20 8EL,383500,534836.0,169660.0
SW20 8UA,592000,523688.0,169999.0
SE20 7ED,527500,535420.0,170611.0
SW19 8LY,500000,525939.0,171123.0
SW19 8TR,510000,526077.0,170805.0
SW17 9QR,600000,528066.0,170814.0
SE20 7NA,790000,535940.0,170448.0
SE26 5DS,925000,535885.0,170839.0
SW19 2HF,750000,527156.0,170556.0
SW19 3PL,830000,524445.0,170106.0
SW16 5HF,460000,529559.0,169530.0
NW9 8SU,715000,520396.0,186842.0
NW7 3QL,1596500,521397.0,192303.0
NW9 9DG,530000,519285.0,188995.0
SE19 3HU,530000,531913.0,170237.0
E6 2AR,435000,543107.0,184500.0
SW17 9RF,667500,528745.0,170514.0
N11 1AP,775000,529437.0,192595.0
SW20 9LT,871000,523009.0,168241.0
SW19 2DJ,650000,526796.0,170676.0
SW19 2HZ,907300,527260.0,170604.0
SE15 4RE,513000,534240.0,176132.0
SE3 8ST,660000,540800.0,177264.0
SE15 4RE,475000,534240.0,176132.0
SE23 1DS,820000,536036.0,173990.0
SE4 1YF,470000,537294.0,176032.0
SE21 7ET,4550000,533488.0,173318.0
SE7 7LP,714000,540746.0,177947.0
SE3 8NF,550000,541807.0,176280.0
SW16 5LY,999950,530277.0,170201.0
SE4 2SH,832500,536498.0,175434.0
SE7 8PE,725000,541693.0,177565.0
SE20 7XL,640000,534577.0,168868.0
SE25 4SD,520000,534844.0,167284.0
SW19 4ND,670000,523872.0,170599.0
SW14 8QX,1585000,520936.0,175287.0
SW20 8SQ,750000,523833.0,169551.0
SW16 4RF,505000,531163.0,168753.0
SW4 9JS,1951000,529113.0,174579.0
SW11 4DJ,475000,528454.0,176872.0
SE8 5AE,825000,536033.0,178254.0
SW20 9BB,400000,523095.0,168552.0
SE26 5RZ,730000,536274.0,171367.0
SE9 1EW,350000,542763.0,176083.0
SW19 8BQ,1335000,525261.0,172645.0
SE19 3XE,500000,532083.0,170094.0
SW16 3AD,870000,531007.0,170287.0
SE22 9JA,1350000,533954.0,174533.0
SW18 4BH,1000000,525316.0,173813.0
SW18 1PX,1430000,524873.0,174454.0
SE18 3JY,408500,543494.0,176845.0
SE23 2QL,739000,536152.0,172356.0
SW15 3HZ,630000,523805.0,173916.0
SE12 0DS,570000,540489.0,172604.0
SE6 4DP,680000,536660.0,172252.0
SE18 3SU,520000,543299.0,177461.0
SE14 5LJ,775000,535487.0,176474.0
SE9 1JA,855000,543185.0,174630.0
SW17 9TH,575000,528383.0,170971.0
SE15 4RA,1375000,534074.0,176155.0
SE6 4UH,565000,536731.0,173467.0
SE25 5DU,346500,534400.0,167017.0
SE15 5NS,1400000,533713.0,176468.0
SE21 8SY,869500,532661.0,172825.0
SE23 2SW,880000,536347.0,172730.0
SE25 6NY,497500,533022.0,168190.0
SW19 8HD,950000,526070.0,171197.0
SW17 8AF,1660000,528502.0,172895.0
SW19 3LY,847800,524721.0,169693.0
SE22 0QW,850000,534755.0,174356.0
SE19 2TB,535000,533593.0,170461.0
SE25 4NB,476500,534775.0,168343.0
SW20 8JP,417500,524093.0,169412.0
SW19 2UQ,255000,526684.0,169417.0
SE25 6UA,525000,533612.0,168673.0
SE3 7RE,2610000,539479.0,177603.0
SE22 0RY,1075000,535274.0,174391.0
SE18 2TG,420000,544371.0,177478.0
SW14 8DX,1560000,520998.0,175354.0
SE15 3RP,1255000,534855.0,175912.0
SE22 8DX,1740000,533626.0,175248.0
SE23 2UQ,1300000,535766.0,172680.0
SW19 6RB,525000,524080.0,173268.0
SE15 2AR,945000,535372.0,176058.0
SW18 5DN,1400000,525111.0,173098.0
SE9 1SQ,585000,542773.0,175507.0
SE24 9AQ,661680,531816.0,173310.0
SW11 2JB,830000,527398.0,176295.0
SE6 2AU,710000,538261.0,174189.0
SW17 8JR,795000,528844.0,172423.0
SE21 8JR,1800000,532147.0,173002.0
SW16 2AQ,1050000,530747.0,171172.0
SE25 4XA,472750,534708.0,167932.0
SW4 9EA,2200000,529207.0,174648.0
SE10 0LD,475000,540019.0,178163.0
SW16 3BH,1050000,531144.0,170294.0
SE24 0NU,1020000,531515.0,174735.0
SE26 6UP,333000,534464.0,171362.0
SW19 7PQ,490000,524305.0,170938.0
SW11 6PP,1705000,527648.0,174684.0
SW19 8TN,557000,525856.0,170719.0
SW14 7RJ,1488000,520014.0,175444.0
SW19 8HB,817000,526089.0,171329.0
SW13 9EX,3700000,522529.0,177118.0
SE4 1DU,774000,536612.0,174840.0
SE15 3AT,880000,535542.0,174933.0
SE10 0DH,845250,539632.0,178081.0
SW18 1NF,470000,524733.0,174183.0
SE10 9EW,515000,539381.0,178244.0
SW19 8DF,1350000,525310.0,172354.0
SW12 9QL,1493500,528776.0,173403.0
SE19 3TS,400000,532767.0,169637.0
SE2 0DT,187000,548412.0,177931.0
SE8 4AU,591500,537052.0,177077.0
SE25 6LT,520000,533489.0,167908.0
SW16 6RP,1182500,529109.0,171112.0
SE18 2HJ,330000,545453.0,177627.0
SE9 3DJ,420000,543150.0,171951.0
SW19 2HG,840000,527116.0,170539.0
SW20 9NH,250000,523598.0,167508.0
SW13 0EB,2160000,522221.0,176268.0
SE25 5QW,472500,534269.0,168154.0
SW13 0AN,1575000,521535.0,176020.0
SE25 6QY,590000,533451.0,168481.0
SE10 0DF,738000,539693.0,178069.0
SE12 8DL,465500,540166.0,174475.0
SE26 4EY,540000,536220.0,171693.0
SE20 7JT,615500,535759.0,170479.0
SE13 6DY,550000,538739.0,174677.0
SW19 6RB,450000,524080.0,173268.0
SE15 4BU,775000,533735.0,175876.0
SE4 1AS,950000,536833.0,174415.0
SE18 3NU,541550,543966.0,177382.0
SW18 1AP,1322500,526170.0,175081.0
SE7 8PR,435000,541829.0,177293.0
SE24 0AH,645000,532245.0,175375.0
SE13 6EW,715000,538920.0,174298.0
SW15 5LL,618000,521522.0,175282.0
SE7 8PN,380000,542053.0,177291.0
SW15 1LA,1737763,523618.0,175930.0
SE18 1RS,420000,545164.0,178251.0
SW19 1HX,575000,526002.0,170186.0
SW16 5PX,266000,530544.0,169638.0
SW20 8RN,337000,523754.0,169597.0
SW19 2RY,390000,526507.0,169787.0
SW19 1ED,625000,525667.0,170437.0
SW16 1AF,2375000,529638.0,172533.0
SW17 9DH,495000,527147.0,170808.0
SW19 8SQ,536500,526173.0,170891.0
SE19 3AH,380000,533393.0,170639.0
SW20 0RX,1720000,523215.0,170160.0
SW20 8TN,1900000,523517.0,169672.0
SW20 8BN,900000,523586.0,169211.0
SW19 5HH,2750000,523710.0,171881.0
SW19 7BL,3300000,524671.0,171308.0
SE19 3UA,925000,532589.0,169857.0
SE25 6UT,650000,533248.0,168664.0
SE27 0SH,1120000,531677.0,171749.0
SW13 9NN,2630000,522016.0,177042.0
SE9 1XN,612500,543191.0,175734.0
SE9 6DF,450000,541895.0,174672.0
SW19 1QT,1200000,525110.0,170334.0
SW19 6ET,640000,524061.0,173213.0
SW2 4NS,556000,529980.0,172945.0
SW2 4NS,556000,529980.0,172945.0
SE13 5HX,700000,538793.0,174903.0
SE3 0SQ,495000,540002.0,176248.0
SE19 2RY,340000,533682.0,169675.0
SE18 2ER,440000,545131.0,177210.0
SW16 3DA,725000,530880.0,170604.0
SW12 9QG,1041417,528907.0,173430.0
SW15 5ET,800000,522314.0,174972.0
SE1 5BL,690000,534335.0,178670.0
SW19 2UA,413000,526599.0,169497.0
SE20 7XJ,304000,534598.0,168895.0
SW20 0SB,1460000,522989.0,170008.0
SE18 3JJ,280000,543770.0,176861.0
SW16 5PN,308675,529566.0,169376.0
SE20 8FH,305000,534494.0,170058.0
SW19 8GR,312500,525980.0,171502.0
SW19 1BL,717000,526353.0,170249.0
SW19 3NX,1150000,524898.0,169720.0
SW18 5NL,1151050,525151.0,172700.0
SW19 2QS,515000,526678.0,169706.0
SW19 8BD,1402000,525172.0,172611.0
SW19 3AW,1135000,525302.0,169850.0
SW16 3LA,515495,531373.0,170120.0
SW11 1DB,750000,527247.0,174765.0
SW18 5UQ,1200000,524786.0,173616.0
SW2 2DJ,752000,530923.0,173729.0
SE17 2QS,815000,533422.0,178229.0
SW13 0AT,955000,521435.0,175882.0
SE16 3SS,915000,534077.0,178927.0
SE13 5LR,900000,538989.0,174678.0
SE5 0NP,1250000,532273.0,177710.0
SE16 5HH,287000,536451.0,180063.0
SW15 3QE,800000,521240.0,171676.0
SW4 9ER,525000,529372.0,174684.0
SW20 8BL,640000,523545.0,169207.0
SW17 8HY,695000,528039.0,171749.0
SE25 5NH,320000,534281.0,167707.0
SE20 7HU,200000,535828.0,170209.0
SW19 4JP,150000,524306.0,170137.0
SE19 3EW,114000,532536.0,170310.0
SW20 0QW,320000,522844.0,169577.0
SE20 8NE,590000,534500.0,170082.0
