postcode,price,easting,northing
E16 1DB,571950,540437.0,180833.0
SW18 1RD,1093500,525442.0,175273.0
SE16 2JQ,624000,534884.0,178897.0
E16 1BB,548700,540439.0,180806.0
E16 1DA,599720,540439.0,180806.0
SW2 4QH,170000,530173.0,173422.0
SE4 2LW,315000,535987.0,174881.0
SW8 3TU,625000,528838.0,176142.0
SE15 3LF,421500,534891.0,175590.0
SE1 0UG,990000,531871.0,180196.0
SE16 4AF,500000,534172.0,179327.0
SE23 2SL,425000,536306.0,173116.0
SW2 4HF,508000,530131.0,173195.0
SW4 0AN,220000,529351.0,175468.0
SW15 6HZ,468000,523202.0,175343.0
SW2 1PG,305000,531457.0,174855.0
SE11 6BX,564500,531125.0,178476.0
SE11 4XA,600000,531380.0,178457.0
SW12 9PU,740000,528871.0,173855.0
SW12 8RD,625000,528349.0,173742.0
SE5 8UX,450000,533563.0,176197.0
SW18 2BU,577500,525934.0,173996.0
SW15 6HZ,445000,523202.0,175343.0
SW4 7RA,725000,530079.0,175171.0
SW17 7SQ,365000,527794.0,172600.0
SE5 9NJ,398000,532440.0,176470.0
SE11 4BG,415000,531711.0,178732.0
SW11 4DU,825000,528024.0,176697.0
SW15 2EQ,685000,524896.0,175041.0
SW17 9AL,475000,527483.0,170833.0
SE16 3EX,151900,534009.0,179245.0
NW9 7FQ,104533,521999.0,187938.0
NW9 7FQ,113482,521999.0,187938.0
NW9 7FQ,122403,521999.0,187938.0
NW9 7FQ,116073,521999.0,187938.0
NW9 7FQ,104602,521999.0,187938.0
NW9 7FQ,113482,521999.0,187938.0
NW9 7FQ,122403,521999.0,187938.0
E1 2FT,568230,534922.0,181711.0
E1 2FT,500000,534922.0,181711.0
E14 0WJ,431200,538263.0,180794.0
E14 0WJ,436100,538263.0,180794.0
N1 4LG,1400000,533339.0,184297.0
NW4 4RL,500000,523019.0,189681.0
NW4 4TG,270000,522405.0,190013.0
E10 6RJ,230000,537891.0,187180.0
NW2 5AR,500000,522981.0,184917.0
E1 2FT,713775,534922.0,181711.0
W3 7QG,680000,521521.0,180843.0
NW7 1TW,277494,524119.0,191677.0
NW7 1TW,277494,524119.0,191677.0
E1 2FT,550450,534922.0,181711.0
E1 2FT,699000,534922.0,181711.0
N8 9FH,695000,530233.0,188305.0
W3 6EH,427520,520702.0,181804.0
W3 6EH,404976,520702.0,181804.0
W3 6EH,602231,520702.0,181804.0
SW11 1JW,530000,527711.0,175514.0
SE14 5SU,230000,535617.0,177935.0
SE24 9BE,355000,531685.0,173251.0
SE11 6DH,390000,531107.0,178999.0
SE1 2BX,570000,533795.0,179677.0
SW11 1RQ,600000,526939.0,175036.0
SW18 1SZ,430000,525606.0,174745.0
SE18 6AA,490000,543564.0,178447.0
E16 2SJ,360000,541044.0,179765.0
SW11 1HB,808000,527498.0,175196.0
SE9 5AN,285000,542647.0,174371.0
SE1 6FJ,180000,532004.0,179282.0
SE10 0TH,580000,539173.0,178726.0
SE15 3NY,405000,534531.0,175774.0
SW19 6JL,225000,524101.0,173027.0
SE23 2NF,850000,535506.0,172912.0
SE19 1NS,337500,533547.0,170795.0
SE3 9GG,173000,541181.0,175334.0
SE16 5NE,292500,536405.0,180283.0
SE13 6QP,275000,538277.0,174555.0
SW15 2QS,753400,524829.0,174764.0
SE1 6FN,736000,532004.0,179282.0
SE9 2AP,297000,543473.0,173302.0
SE16 7ES,450000,536084.0,179440.0
SW18 4GY,328000,525645.0,174307.0
SE10 0UW,620000,539301.0,178746.0
SE18 6NG,380000,543740.0,179209.0
SW18 4GY,310000,525645.0,174307.0
E15 1DE,775000,538687.0,184541.0
SE10 0XP,612500,540190.0,179082.0
E16 2SX,1050000,540778.0,179714.0
SW8 1BQ,620000,530298.0,177554.0
SW17 8DZ,690000,528385.0,171813.0
E15 1DE,640000,538687.0,184541.0
SE13 5AX,800000,538477.0,175671.0
SE5 7FT,530000,532947.0,177211.0
E16 1BB,441750,540439.0,180806.0
E16 1DA,461700,540439.0,180806.0
SW18 4SX,470000,526141.0,172560.0
SE7 7GG,467000,540690.0,178291.0
SW11 1AX,123750,527248.0,175222.0
SW16 1DQ,465000,529286.0,171225.0
E16 1BB,351360,540439.0,180806.0
SE7 7GG,369000,540690.0,178291.0
E16 1DB,481950,540437.0,180833.0
E16 1DB,675000,540437.0,180833.0
E16 1DA,775000,540439.0,180806.0
SE1 9FL,1753050,532161.0,180413.0
SE1 0GN,965000,531980.0,180031.0
E16 1BB,456000,540439.0,180806.0
E16 1DA,472625,540439.0,180806.0
E16 1DB,460000,540437.0,180833.0
E16 1DB,655650,540437.0,180833.0
E16 1DB,488800,540437.0,180833.0
E16 1DB,417600,540437.0,180833.0
E16 1DB,456000,540437.0,180833.0
E16 1DA,702000,540439.0,180806.0
E16 1BB,564000,540439.0,180806.0
E6 5AH,390000,542024.0,182014.0
E7 9AN,210000,539922.0,185105.0
W3 6EH,436376,520702.0,181804.0
W3 6EH,427520,520702.0,181804.0
W3 6EH,578883,520702.0,181804.0
W3 6EF,430741,520702.0,181804.0
SW15 3NU,610000,523719.0,173934.0
SE13 5DG,670000,539402.0,175573.0
SE14 6DF,350000,536143.0,177255.0
SW17 7RL,600000,527770.0,172721.0
SW17 7RL,550000,527770.0,172721.0
SE1 6EG,570000,532033.0,178820.0
SE1 6EG,445000,532033.0,178820.0
SW2 5UY,625000,530348.0,175225.0
SW2 4HQ,435000,529926.0,173137.0
SW4 8BA,410000,530020.0,174836.0
SE16 7PR,418500,536226.0,179195.0
SE16 4BP,402500,534153.0,179322.0
SW12 8DS,485000,528162.0,173173.0
SE17 3BZ,551500,532141.0,178491.0
SE23 2JH,385000,535992.0,172690.0
SW11 5SG,567800,527910.0,175507.0
SW11 4EY,1730000,528015.0,176730.0
SE15 3DE,935000,535780.0,175094.0
SW4 9SN,695000,527920.0,175235.0
SW18 3AH,395000,525968.0,173819.0
SW18 4QN,725000,525817.0,173152.0
SE14 5AW,305000,535600.0,177232.0
SE26 4NY,330000,535636.0,171780.0
SE4 1AL,439000,536644.0,174188.0
SW8 4RH,625000,529849.0,176903.0
SE16 3FD,573000,534022.0,179200.0
SW16 6JZ,530000,529908.0,170883.0
SE12 8NB,325000,539640.0,174748.0
SE1 6FN,605000,532004.0,179282.0
SW2 2HA,367250,531091.0,173964.0
SW18 3SG,355000,526909.0,174124.0
SE16 4EY,650000,534793.0,179516.0
SW12 8AZ,460000,528499.0,173598.0
SE4 2AW,480000,536577.0,175216.0
SE1 7GJ,610000,530483.0,178549.0
SE22 9EE,640000,534174.0,174929.0
E15 1DJ,670000,538687.0,184541.0
SW2 4HL,640000,529870.0,173151.0
SW2 5BP,730000,530642.0,174710.0
SE1 2JG,746000,533729.0,179814.0
SE18 6LH,525000,543705.0,179154.0
SE1 5RE,815000,533909.0,178556.0
SW17 6DA,375000,528510.0,171643.0
SW9 8FZ,690000,531426.0,175489.0
SW9 8FZ,440000,531426.0,175489.0
SE5 0BF,407000,532372.0,177031.0
SE1 8BZ,908000,531682.0,179539.0
SW11 8EP,225000,528674.0,177237.0
SE5 0BF,405000,532372.0,177031.0
SE13 5PL,480000,539069.0,175170.0
SE13 6TT,298000,539013.0,173971.0
SE9 2SU,110000,543421.0,174059.0
SE10 8PD,660000,537850.0,176782.0
SW12 8HT,607000,528013.0,173167.0
SW15 3HZ,617500,523805.0,173916.0
SE7 7RN,325000,540414.0,178256.0
SE8 3PZ,500000,536538.0,178834.0
SE22 8RZ,290000,533731.0,174820.0
E7 9PR,362500,540393.0,184367.0
W3 6EF,423495,520702.0,181804.0
W3 6EF,602232,520702.0,181804.0
W3 6EF,427520,520702.0,181804.0
W3 6EF,578883,520702.0,181804.0
W3 6EF,402561,520702.0,181804.0
W3 6EF,425910,520702.0,181804.0
W3 6EF,595791,520702.0,181804.0
W3 6EF,574053,520702.0,181804.0
W3 6EF,404977,520702.0,181804.0
W3 6EF,423495,520702.0,181804.0
W3 6EF,427520,520702.0,181804.0
W3 6EF,402561,520702.0,181804.0
W3 6EF,425910,520702.0,181804.0
W3 6EF,595790,520702.0,181804.0
W3 6EF,425910,520702.0,181804.0
W3 6EF,430741,520702.0,181804.0
W3 6EF,404977,520702.0,181804.0
W3 6EF,423495,520702.0,181804.0
W3 6EF,602232,520702.0,181804.0
W3 6EF,586129,520702.0,181804.0
W3 6EF,402561,520702.0,181804.0
W3 6EF,595790,520702.0,181804.0
W3 6EF,582103,520702.0,181804.0
W3 6EF,404976,520702.0,181804.0
W3 6EH,588544,520702.0,181804.0
W3 6EF,602231,520702.0,181804.0
W3 6EF,578883,520702.0,181804.0
W3 6EF,402561,520702.0,181804.0
E16 1DA,364800,540439.0,180806.0
E6 5AG,397850,542023.0,182068.0
SW11 1BS,123750,527223.0,175238.0
E16 1DA,568700,540439.0,180806.0
SW8 5EY,196000,529352.0,177182.0
SE7 7GG,495000,540690.0,178291.0
E16 1DB,453600,540437.0,180833.0
E16 1BB,692850,540439.0,180806.0
SW16 2UG,655000,530320.0,171812.0
SE16 3AF,825000,534121.0,179177.0
E16 1DB,576600,540437.0,180833.0
SW8 5EZ,201250,529370.0,177195.0
SW16 2DA,512500,530553.0,171432.0
E16 1DA,461700,540439.0,180806.0
SW2 1ET,630000,530844.0,174878.0
E6 5AG,271000,542023.0,182068.0
SE1 0GN,750000,531980.0,180031.0
SE16 3AE,782000,534109.0,179211.0
E6 5AH,390000,542024.0,182014.0
E16 1DB,407520,540437.0,180833.0
E6 5AG,485000,542023.0,182068.0
SE21 8SD,930000,533242.0,171947.0
SE18 6FB,310000,543812.0,179155.0
SW18 5RH,558000,524842.0,173468.0
SE22 8PX,570000,533370.0,174870.0
SE1 3BN,375000,533530.0,179164.0
SE17 3NE,430000,531876.0,177833.0
SW18 3QU,935000,526418.0,172606.0
SW11 1HE,712500,527284.0,175079.0
SW9 0BG,407500,530832.0,176877.0
SW9 0AF,415000,530845.0,176931.0
SE1 3FF,478000,533670.0,179552.0
SE15 4BE,520000,534389.0,175977.0
SW16 1RD,518500,529857.0,171645.0
SW4 0HQ,820000,529071.0,175853.0
SE4 1LP,410000,536558.0,175741.0
SE1 3FJ,420000,533673.0,179287.0
SW2 2BL,484250,530809.0,174312.0
SW15 6BB,295000,523964.0,174943.0
SW18 5LN,682000,525087.0,173341.0
SW17 8UE,812216,528046.0,172163.0
SE10 9XJ,300000,539167.0,177827.0
SW8 3JD,415000,529234.0,176135.0
SE6 1ST,830000,538920.0,172963.0
SW11 4NB,580000,528071.0,176651.0
SE18 6FE,336500,543812.0,179155.0
SE18 6FE,455000,543812.0,179155.0
SE9 6BS,441000,541318.0,174977.0
SE18 6FE,340000,543812.0,179155.0
SW18 1RB,385000,525182.0,174623.0
SE11 4SU,425000,531710.0,179020.0
SW2 3LT,330000,530549.0,173714.0
SW11 3GS,515000,526625.0,175984.0
W3 6DU,527500,520702.0,181804.0
W3 6EH,430740,520702.0,181804.0
W3 6EH,582104,520702.0,181804.0
W3 6EH,574053,520702.0,181804.0
W3 6EH,404977,520702.0,181804.0
W3 6EH,423495,520702.0,181804.0
W3 6EH,602231,520702.0,181804.0
W3 6EH,436376,520702.0,181804.0
W3 6EH,402561,520702.0,181804.0
W3 6EH,402561,520702.0,181804.0
W3 6FD,425909,520702.0,181804.0
W3 6FD,595790,520702.0,181804.0
W3 6FD,425909,520702.0,181804.0
W3 6FD,423494,520702.0,181804.0
W3 6FD,602232,520702.0,181804.0
W3 6EH,595791,520702.0,181804.0
W3 6FD,436377,520702.0,181804.0
W3 6EH,425910,520702.0,181804.0
W3 6FD,427520,520702.0,181804.0
W3 6EH,430741,520702.0,181804.0
W3 6EH,574052,520702.0,181804.0
W3 6FD,402561,520702.0,181804.0
W3 6EH,404977,520702.0,181804.0
W3 6EH,436377,520702.0,181804.0
W3 6EH,578883,520702.0,181804.0
W3 6EH,402561,520702.0,181804.0
W3 6DU,402561,520702.0,181804.0
W3 6DU,425910,520702.0,181804.0
W3 6DU,425910,520702.0,181804.0
W3 6DU,404977,520702.0,181804.0
W3 6DU,423495,520702.0,181804.0
W3 6DU,427520,520702.0,181804.0
N14 6NA,1170000,530091.0,193552.0
W3 6JD,1095000,520328.0,181070.0
N21 1QS,800000,530707.0,194802.0
W13 9JE,810000,516576.0,180082.0
N15 5DJ,600000,532920.0,189088.0
N12 7DP,210000,525588.0,192583.0
W4 3TT,465000,519890.0,177227.0
NW6 7XG,1785000,524629.0,184294.0
W4 3HT,1850000,520285.0,177539.0
N15 5PU,500000,532939.0,188710.0
W13 9EB,950000,516397.0,179948.0
N8 9LB,1680000,530789.0,188303.0
W7 2PW,835000,515267.0,179769.0
SE23 1HP,475000,536074.0,173304.0
SE5 0BF,560000,532372.0,177031.0
SE6 3AY,240000,537560.0,173381.0
SE16 7GA,785000,536634.0,179517.0
SE14 5QE,373000,535859.0,177009.0
SE6 3AX,355000,537576.0,173129.0
SE13 7SZ,350000,537464.0,176081.0
SE9 2AY,1200000,544889.0,173435.0
SE16 7HD,300000,536539.0,179446.0
SW8 3JF,457000,528929.0,175910.0
E15 1SQ,355000,539152.0,185234.0
SW18 4RD,270000,525355.0,174595.0
E13 9GG,555000,541510.0,183418.0
SE10 0PD,535000,540171.0,178997.0
E13 8DW,119000,540032.0,182336.0
SW18 4RD,280000,525355.0,174595.0
SE17 1GE,840000,532146.0,178780.0
SW11 4EJ,1100000,528774.0,177097.0
SW9 8TN,470000,531502.0,175402.0
SE4 2EN,550000,536210.0,175705.0
SE22 0LT,580000,534538.0,174894.0
SE11 4AR,820000,531344.0,178135.0
SE10 8GS,450000,537613.0,177032.0
SE10 8GS,565000,537613.0,177032.0
SW11 2PR,699950,527350.0,176139.0
SE16 4LZ,547000,534736.0,179673.0
SW18 1UT,450500,525344.0,175069.0
SE12 9EZ,650000,541021.0,173322.0
SW4 0NH,3270000,528878.0,175545.0
SW13 0JT,1083000,521557.0,175638.0
SE1 0GN,933625,531980.0,180031.0
SW8 5EY,190000,529352.0,177182.0
SE1 9FL,2990000,532161.0,180413.0
E16 1DB,458375,540437.0,180833.0
E16 1BB,355680,540439.0,180806.0
SE7 7GG,492500,540690.0,178291.0
SE5 8AD,695000,532733.0,176425.0
E16 1BB,539400,540439.0,180806.0
SW8 5EY,183000,529352.0,177182.0
SW8 5EY,197500,529352.0,177182.0
E16 1BB,605400,540439.0,180806.0
SW8 5EY,172500,529352.0,177182.0
SW12 9PR,586006,528947.0,173782.0
SW8 5EZ,188750,529370.0,177195.0
SW8 5EY,186250,529352.0,177182.0
SE16 3AF,829785,534121.0,179177.0
SW18 1ND,900000,524931.0,174105.0
SW18 4XG,235000,525427.0,173115.0
SE6 4LH,346500,536820.0,172590.0
SW19 1ND,555000,525415.0,170212.0
SE11 6NF,460000,530962.0,179003.0
SE19 1AE,525000,533096.0,170941.0
SW17 0AU,300000,526460.0,172243.0
SE3 7BD,259000,540257.0,176882.0
SE9 3EN,420000,542940.0,172546.0
SW14 7NA,1750000,520355.0,175627.0
SW16 1RB,315000,529869.0,171791.0
SE18 4PS,430000,542724.0,176632.0
SW11 3TT,715000,526937.0,177138.0
SE16 7TG,490000,536300.0,178948.0
SW18 5SU,360000,525277.0,174391.0
SE1 8QS,550000,531497.0,179619.0
SW17 8JH,732800,528469.0,172098.0
SW19 6LR,369000,524517.0,173136.0
SE6 1JP,610000,539651.0,173166.0
SE16 3EZ,325000,534726.0,178443.0
SW11 2BA,425000,526647.0,175605.0
SW18 3BP,475000,526017.0,173780.0
W3 6DU,402561,520702.0,181804.0
W3 6DU,430741,520702.0,181804.0
W3 6DU,602232,520702.0,181804.0
W3 6EH,425910,520702.0,181804.0
W3 6EH,595791,520702.0,181804.0
W3 6EH,425910,520702.0,181804.0
W3 6EH,430741,520702.0,181804.0
W3 6DU,436377,520702.0,181804.0
W3 6DU,404977,520702.0,181804.0
W3 6FD,425909,520702.0,181804.0
W3 6FD,595790,520702.0,181804.0
W3 6DU,427520,520702.0,181804.0
W3 6FD,430740,520702.0,181804.0
W3 6FD,574052,520702.0,181804.0
W3 6FD,404976,520702.0,181804.0
W3 6FD,602231,520702.0,181804.0
W3 6FD,436376,520702.0,181804.0
W3 6FD,427520,520702.0,181804.0
W3 6FD,586129,520702.0,181804.0
W3 6DU,402561,520702.0,181804.0
W3 6FD,578883,520702.0,181804.0
W3 6FD,402561,520702.0,181804.0
W3 6EF,404976,520702.0,181804.0
W3 6EF,602231,520702.0,181804.0
W3 6EF,586129,520702.0,181804.0
SW20 8EF,855250,523898.0,169279.0
SW18 3BP,700000,526017.0,173780.0
SW2 2BX,285000,530904.0,174162.0
SW17 0AJ,665000,526400.0,172483.0
SE10 8GA,340000,537548.0,176841.0
SE1 3DL,470000,533555.0,179412.0
SW18 2QF,1790000,526293.0,174627.0
SE1 4FF,1000000,532491.0,179456.0
SW15 2EZ,442000,524214.0,174467.0
SE23 1JZ,575000,536250.0,174217.0
SE9 6BS,270000,541318.0,174977.0
SE1 9NX,930000,531916.0,180347.0
SE16 6XD,365000,535682.0,179739.0
SE10 8LF,485000,537657.0,177021.0
SE19 1JU,675000,532982.0,171211.0
SW11 2BF,420000,526345.0,175267.0
SW4 0AN,1100000,529351.0,175468.0
SE5 8QJ,910000,533510.0,176538.0
SE3 7RS,365000,539341.0,177819.0
E15 4FF,392500,539153.0,184048.0
SW2 2RD,480000,530940.0,173485.0
SE9 2PD,325000,543710.0,174289.0
SW15 1EN,975000,524067.0,175653.0
SE14 5NP,650000,536034.0,176432.0
SE5 9PZ,460500,532202.0,176181.0
SW14 8QA,575000,521123.0,175771.0
SW2 4DL,335125,530131.0,174198.0
SE23 3PY,407000,535258.0,173202.0
SW15 2BW,390000,524201.0,174759.0
SW16 2SN,348000,530249.0,171936.0
SE10 8EN,407000,538060.0,176688.0
SE4 1QG,420000,537336.0,175991.0
SW18 3BW,465000,526022.0,173521.0
SE15 4BT,670000,533877.0,175956.0
SW17 7FD,530000,528236.0,172773.0
SW18 3QF,532500,526197.0,172853.0
SW14 8NW,535000,520624.0,175550.0
E16 2SU,280000,540821.0,179724.0
SE17 3FQ,710000,532106.0,178299.0
SW15 6JB,249000,523073.0,175371.0
SE19 1AA,625000,533176.0,170843.0
E15 2RS,240000,538595.0,183334.0
SE10 9GW,567500,539561.0,178117.0
SW2 5UU,497000,530331.0,175178.0
SW12 8DF,1200000,528214.0,173427.0
SE10 9GN,570000,539537.0,178150.0
E16 2TW,99948,540845.0,179992.0
SW9 9RP,625000,530491.0,175908.0
SE22 0SF,865000,535055.0,174322.0
SE24 0LT,700000,531623.0,174846.0
E16 2YW,400000,540734.0,179873.0
SE7 7GP,467000,540630.0,178226.0
SE10 0ZD,395000,540176.0,178956.0
SE22 8EQ,625500,533577.0,175381.0
SE15 2BP,500000,534585.0,176842.0
SW18 4HH,485000,526067.0,172591.0
SW9 9TD,590000,530837.0,175743.0
SW2 3AZ,768500,530502.0,172735.0
SE6 3NQ,330000,537154.0,171429.0
SE18 4NP,285000,542262.0,177086.0
SE7 7GB,450000,540681.0,178192.0
W3 6EF,578883,520702.0,181804.0
W3 6EF,402561,520702.0,181804.0
W3 6EH,595790,520702.0,181804.0
W3 6EH,430741,520702.0,181804.0
W3 6EH,404977,520702.0,181804.0
W3 6EH,578883,520702.0,181804.0
W3 6EH,402561,520702.0,181804.0
W4 5JA,914850,520667.0,179181.0
SW17 9JW,722500,528233.0,170655.0
SE22 8SS,1400000,533547.0,174329.0
SE21 7DW,1900000,533414.0,174088.0
SW20 9HH,650000,523721.0,167751.0
SE3 8BX,213000,541104.0,176998.0
SE4 2QD,500000,536276.0,175331.0
SE6 2HS,465000,538174.0,173574.0
SW2 3RJ,450000,530756.0,173580.0
SE12 0NG,580000,539785.0,173620.0
SE4 1AF,776500,536764.0,174445.0
SW20 0UN,285000,522551.0,169022.0
SW18 2AD,367000,525932.0,174134.0
SE1 0GN,921000,531980.0,180031.0
SE1 0GN,928000,531980.0,180031.0
E16 1DB,446500,540437.0,180833.0
E16 1BB,444600,540439.0,180806.0
SE9 6PG,352000,541876.0,175619.0
E16 1DB,585900,540437.0,180833.0
SE15 6FY,495500,533804.0,177459.0
SW8 5EZ,131250,529370.0,177195.0
SW8 5EZ,147500,529370.0,177195.0
SE1 0GN,922500,531980.0,180031.0
SW8 5EY,344250,529352.0,177182.0
SW8 5EY,175500,529352.0,177182.0
E13 9HE,484030,541489.0,183379.0
SE16 3AE,735000,534109.0,179211.0
SW8 5EZ,145000,529370.0,177195.0
SW8 5EY,147500,529352.0,177182.0
SW8 5EZ,314000,529370.0,177195.0
E16 1DB,484000,540437.0,180833.0
E16 1BB,442225,540439.0,180806.0
SW8 5EY,181250,529352.0,177182.0
SE1 0GN,1021250,531980.0,180031.0
SW8 5EY,196250,529352.0,177182.0
SE7 7GG,485000,540690.0,178291.0
SE18 4AJ,325000,542792.0,178489.0
E13 9DP,484500,541416.0,183473.0
E16 1DB,567300,540437.0,180833.0
E16 1DB,404640,540437.0,180833.0
SE1 0GH,792000,531980.0,180031.0
SW19 3HZ,378000,525690.0,168869.0
SE11 4TD,390000,531768.0,179002.0
SW15 2LE,535000,524233.0,175235.0
SW20 9NU,795000,523940.0,168836.0
SW15 4EQ,213000,521885.0,173960.0
SW13 8AL,1800000,522878.0,177519.0
SW15 4AS,390000,522558.0,173317.0
SW15 5AF,675000,522596.0,174557.0
SW2 2TD,637000,531270.0,174501.0
SE22 9PD,550000,533857.0,174602.0
SE26 4NN,124000,535001.0,171926.0
SE9 3HW,422000,543151.0,171640.0
SW19 6LJ,485000,524462.0,173175.0
SE23 3XR,612500,534749.0,172734.0
SW13 8EB,475000,522941.0,177551.0
SW4 9BP,1450000,529216.0,174849.0
SW16 2XP,625000,530799.0,171831.0
SW18 1PR,370000,525110.0,175279.0
SE1 9JL,975000,531805.0,180431.0
SE26 4SH,600000,535528.0,172042.0
SW4 7DE,595000,529815.0,175016.0
SW9 9EG,325000,530243.0,176061.0
SE16 3UZ,385000,534048.0,178998.0
SW8 4JP,415500,529346.0,176924.0
SW17 0EG,997250,527378.0,171619.0
W3 6EH,425909,520702.0,181804.0
W3 6EH,595790,520702.0,181804.0
W3 6EH,404977,520702.0,181804.0
W3 6EH,602231,520702.0,181804.0
W3 6EH,586419,520702.0,181804.0
W3 6EH,425909,520702.0,181804.0
W3 6EH,595790,520702.0,181804.0
W3 6EH,430740,520702.0,181804.0
W3 6EH,574052,520702.0,181804.0
E14 9SB,640200,537868.0,179998.0
E14 9SB,829350,537868.0,179998.0
E14 9SB,688700,537868.0,179998.0
E14 9SB,708100,537868.0,179998.0
E14 9AT,717800,537868.0,179998.0
NW4 3TL,600000,523024.0,188154.0
NW4 3TL,600000,523024.0,188154.0
NW4 3TL,400000,523024.0,188154.0
N5 2RT,439000,532508.0,185726.0
E14 0WG,745000,538249.0,180820.0
E1 2ES,260000,534979.0,181596.0
E1 2ES,302500,534979.0,181596.0
,780000,,
SE25 4SD,515000,534844.0,167284.0
W12 7GS,800000,523149.0,180550.0
SW5 0PU,500000,525634.0,178717.0
W6 8QH,310000,524253.0,177606.0
W11 2BU,960000,524937.0,181162.0
E11 2RL,237500,540622.0,188357.0
SW7 4AX,1160000,526157.0,179054.0
W14 0NR,340000,524068.0,179383.0
SW19 4TE,2240000,522576.0,171025.0
SW20 8TG,2850000,523302.0,170141.0
SE19 2UE,340000,533348.0,170293.0
SW19 8LE,615000,525791.0,171236.0
SW6 2QG,1372400,525920.0,176967.0
SW6 2QD,1254900,525920.0,176967.0
W14 8PR,600000,524996.0,178854.0
SW3 6BF,2700000,527128.0,178142.0
SW3 6BF,7000000,527128.0,178142.0
SW10 9AH,456500,525668.0,178042.0
W6 0NL,470000,523057.0,179393.0
NW10 6SG,4766054,522484.0,182404.0
SW6 2SR,7280000,526115.0,176103.0
,30000,,
SW7 3BH,1750000,526471.0,178191.0
W14 0BG,570000,523703.0,179532.0
W8 4BY,775000,525457.0,180046.0
SE1 0GN,920000,531980.0,180031.0
E16 1DB,416640,540437.0,180833.0
E16 1DB,515000,540437.0,180833.0
E16 1DB,590000,540437.0,180833.0
E16 1DB,413600,540437.0,180833.0
SW8 5EY,187500,529352.0,177182.0
SW8 5EZ,156250,529370.0,177195.0
SE7 7GG,492500,540690.0,178291.0
SE1 0GN,975000,531980.0,180031.0
SE15 3FB,510000,534485.0,176069.0
SW8 5EZ,269500,529370.0,177195.0
SW18 1YR,785000,525442.0,175273.0
SE1 0GN,1028453,531980.0,180031.0
E16 1DA,472625,540439.0,180806.0
E16 1DA,472625,540439.0,180806.0
SE16 2JQ,740000,534884.0,178897.0
SW8 5EZ,152500,529370.0,177195.0
E16 1DB,461700,540437.0,180833.0
E16 1DB,403200,540437.0,180833.0
E16 1DB,428000,540437.0,180833.0
E16 1DB,546000,540437.0,180833.0
SE16 3AF,695000,534121.0,179177.0
E16 1BB,458375,540439.0,180806.0
E16 1BB,358560,540439.0,180806.0
E16 1BB,363000,540439.0,180806.0
E16 1DA,456000,540439.0,180806.0
SE18 4AJ,300000,542792.0,178489.0
SE18 4AJ,420000,542792.0,178489.0
E16 1DB,460750,540437.0,180833.0
E4 6PG,650000,538422.0,193348.0
W1G 6AX,1175000,528545.0,181952.0
SW1P 3AN,2800000,529979.0,179678.0
W2 2DB,575000,527324.0,181362.0
W1D 4EF,60000,529784.0,181103.0
W1J 7UE,3400000,528701.0,180270.0
SW1X 8QA,77500000,528251.0,179276.0
W1U 4DJ,3600000,528165.0,181664.0
NW1 5AX,1250000,527189.0,181637.0
SW1W 8LW,59893,528370.0,178528.0
SW1W 8NQ,4251815,528189.0,178420.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
NW5 3DG,466665,528905.0,184795.0
SW7 1BN,100000,527292.0,179661.0
WC1A 1DB,5850000,529886.0,181366.0
SW1H 0AJ,1605100,529725.0,179420.0
SW1W 0LS,57000,528668.0,179101.0
NW8 8AA,726800,526934.0,182171.0
WC1A 1DD,30300000,,
E2 0QN,1200000,535401.0,182884.0
W8 6UG,2700000,525434.0,179377.0
SE6 1QX,805000,538638.0,173180.0
SW2 3HD,525000,530482.0,172846.0
SE22 0DL,360000,534262.0,173925.0
SE18 3SA,493675,543539.0,176537.0
SW19 8ED,399999,525484.0,172302.0
SW19 1SP,490000,525627.0,170373.0
SW19 7BA,488000,525022.0,171211.0
SW19 2FG,500000,526795.0,169819.0
SE6 3AA,490000,538093.0,171743.0
SE20 7BS,365000,535276.0,170512.0
SE20 8EN,212500,534888.0,169648.0
W8 4RZ,900000,525428.0,180324.0
SW7 5AB,368000,526508.0,178716.0
SW10 9RH,2500000,526411.0,178132.0
W6 7DT,435000,523651.0,178774.0
SW7 4XA,500000,525954.0,178940.0
W8 6EN,430000,525199.0,179235.0
SW6 2TU,325000,525769.0,176054.0
W14 8JS,3000000,524576.0,179390.0
W8 4EY,112500,525667.0,179889.0
SW7 3BE,850000,526598.0,178175.0
W14 0QA,388000,523889.0,179002.0
SW3 3BQ,525000,527494.0,178640.0
SW19 3LP,951000,524974.0,169058.0
SE16 2JQ,470000,534884.0,178897.0
SE15 4PT,367500,533893.0,176150.0
SE5 8AD,425000,532733.0,176425.0
SE15 3DD,405000,535694.0,175053.0
SE1 0GN,1020000,531980.0,180031.0
SE1 0GG,900000,531980.0,180031.0
E16 1BB,449350,540439.0,180806.0
SW11 4GH,849600,528812.0,177229.0
SW11 4GH,820000,528812.0,177229.0
SW11 4GH,1344200,528812.0,177229.0
SW8 1LA,550000,530720.0,177484.0
SW9 9RH,700000,530551.0,175803.0
SE22 0NE,407500,534894.0,174610.0
